V1,V2
2441,1357
1308,828
1630,2202
2285,2270
1276,1082
636,455
1808,464
2024,89
1187,1352
1755,2014
12,1418
212,1588
2050,870
1534,471
1503,1913
1831,918
92,1754
2290,890
1128,40
2036,1999
487,1739
31,628
354,1987
1513,431
184,1556
2146,196
2030,1290
1069,124
483,175
1794,1899
272,2020
326,1967
469,1816
1976,2227
947,389
501,1141
1752,2323
1731,1934
2079,614
535,1866
137,2055
2060,2230
135,1342
1970,551
344,432
1738,2487
2479,932
6,1492
943,220
879,443
297,274
1494,1844
1477,1294
1806,2492
686,2395
259,1334
1697,2446
1046,1184
872,813
324,1141
29,1437
1445,1028
1513,2404
1036,110
715,362
1794,406
365,1707
268,2384
1881,1856
452,155
278,2075
364,2397
478,836
1297,1926
1964,1903
1091,157
844,1390
471,1642
218,1365
1375,1867
595,103
814,524
477,313
1901,1323
2074,2200
1096,449
765,678
851,1313
1866,2258
299,1864
388,1277
2004,642
431,189
1658,1756
2102,1490
2361,2213
1533,2303
774,1069
2282,2018
1874,1301
698,2120
983,235
1471,2265
2221,405
1955,2189
116,1297
599,96
2057,2354
190,1700
2074,2325
240,1290
435,294
1697,401
1344,513
2182,290
350,1763
483,491
2270,543
1914,176
642,268
2,1050
1588,2297
2229,1792
1218,2419
1999,2490
894,421
791,1981
223,1635
1454,541
787,22
707,2283
404,1596
624,1185
105,2308
756,320
654,1169
10,1512
1138,2169
152,1268
741,696
2085,514
2243,1893
1780,2386
623,774
1000,277
2176,231
343,1488
914,2026
2087,2304
2014,2333
597,62
1187,344
1528,686
565,538
1559,2237
709,125
609,1483
1441,2478
1451,1421
204,1565
67,1450
1558,2224
1436,1531
866,870
790,946
1425,2397
58,1412
155,2311
790,2389
1893,2373
344,1819
1499,362
1402,2406
525,557
208,1934
210,568
1363,992
2469,2379
2088,2141
2133,2222
630,2465
46,1568
1407,1055
1103,1759
840,205
1191,971
643,1201
1380,2179
479,355
214,2087
43,272
66,1330
726,2399
1139,1861
2029,1731
872,43
370,1801
2225,1651
281,1924
600,2183
48,1705
328,274
201,135
591,62
2156,1889
875,1347
989,340
2195,811
2245,2209
200,1296
402,1240
1551,2113
797,479
2247,1774
1163,440
73,1941
69,1694
1660,948
2474,652
818,404
2379,2448
735,511
2312,1665
2040,2211
2008,2401
1570,2230
1729,1966
1073,165
606,1695
295,100
592,949
304,1407
830,1669
314,344
922,420
704,237
1153,2281
383,250
1644,1988
606,391
2234,2231
31,1950
72,1288
1484,9
2069,849
167,175
1843,2240
683,293
1563,2348
653,1171
200,1927
1589,813
1751,2374
1439,527
1679,1963
626,2258
1126,451
2418,1649
298,484
627,1260
157,1770
1485,2339
324,1697
631,2478
844,405
780,698
1709,1352
2097,2386
520,324
963,1792
0,956
616,440
1825,45
2293,128
313,1569
2404,2335
1356,1850
1853,2201
1237,1251
179,2352
1026,72
739,1396
1528,2240
1607,153
749,2095
2209,272
177,1872
1787,2200
547,240
496,481
87,1791
860,131
232,2083
1434,2293
289,1551
1907,1457
399,1456
1938,423
911,426
1904,15
1574,1516
104,1952
345,1210
539,729
708,470
1953,1665
2389,767
2241,2438
1495,2424
449,1336
1088,636
2232,1471
295,1424
1443,2302
102,942
342,1555
1906,535
585,1403
714,224
1100,960
2111,2356
725,8
161,1507
1729,1079
170,2000
104,1662
231,1564
2008,2373
60,1378
2366,2254
253,1968
947,76
374,2401
711,1289
433,353
232,1532
2393,864
1962,2236
521,247
1172,1752
258,1821
2042,97
2422,285
1285,1374
1400,656
113,437
686,20
1097,58
663,1007
381,1828
1905,646
2182,1967
594,219
785,317
59,1300
367,575
712,390
862,36
2016,1999
63,1800
1714,2031
2161,1823
407,1604
1927,2372
2307,2359
306,1119
311,325
2321,22
679,1769
973,2115
1832,842
1561,382
1865,1177
42,1722
1313,1477
62,1302
2182,2080
468,409
0,1858
1299,2141
1101,645
2136,2449
253,1859
325,249
1789,2307
895,851
1791,2338
2472,1586
278,1407
2453,2264
281,191
215,1667
1966,881
567,67
698,1618
2446,1693
2056,2327
1937,1608
1857,2091
799,1565
224,84
147,1272
1644,2445
835,115
61,623
1282,1696
1177,720
1735,2101
1136,79
205,1376
1518,1543
448,283
122,1228
58,1834
618,41
188,1417
711,2235
1875,819
279,1599
1315,151
539,28
1849,998
714,446
255,1336
317,1536
1546,2429
1203,291
2270,2205
154,1399
2112,2322
1806,2368
718,583
1369,1335
474,916
1266,1237
1957,858
1890,2306
926,181
160,1668
1347,361
275,1838
2168,2230
2026,1686
596,2270
68,1684
2374,2220
2318,1332
1478,2417
2359,2312
924,319
1440,427
1402,2413
356,1229
943,992
1198,2122
2121,310
1987,1745
2256,2187
1555,593
515,1929
2251,1805
253,1992
2498,2349
2387,2201
918,885
1485,2469
157,1705
10,1352
950,288
92,1630
581,729
2309,2336
270,1481
331,593
1671,814
2394,1203
1767,1708
1137,323
2389,47
1441,228
1715,1236
88,1221
59,1338
1544,2323
1110,2099
1357,2426
243,1807
1331,2378
1930,792
1417,1403
318,1449
17,678
1917,51
629,433
1978,2001
1640,2461
270,1852
1678,1968
434,955
155,2006
180,1356
278,230
1401,2441
1538,1024
2089,504
893,777
229,2470
69,1889
1086,1384
902,606
426,269
719,331
94,1494
2035,2219
2422,1609
1934,136
1706,416
369,1507
1127,1646
2201,2395
648,2101
240,539
2177,1134
2069,1812
1193,533
1593,564
1724,2258
3,1594
1235,346
1777,2350
1117,135
529,1260
1780,2337
2035,1727
1781,15
351,778
1963,845
1449,2484
2401,2315
389,529
294,330
745,649
233,2049
179,1227
1480,2327
21,680
2284,2448
307,1921
130,1415
1715,2233
1881,1220
1291,1483
674,2098
100,662
1975,636
346,525
1832,2495
1704,2442
1946,2301
53,1830
868,963
328,1511
2247,2399
2149,1797
1883,777
1271,1809
1994,2413
2407,1065
1764,2403
973,1316
779,261
1169,335
611,401
281,1405
1443,2287
361,1777
351,1788
743,195
2153,102
1460,1715
1018,272
282,2326
2184,2174
771,1630
742,447
958,147
851,388
141,2469
364,1478
935,305
132,2088
2337,2214
356,1379
1885,985
762,1998
2031,1015
39,1758
832,864
454,1203
164,356
952,2081
989,2486
300,1497
2432,1668
768,42
71,2102
1277,1524
1890,378
407,2035
1178,1779
2080,1412
414,1891
216,1417
2061,1620
104,1315
82,2357
685,35
406,1867
2360,2275
1219,484
2425,2333
1177,133
164,1535
299,125
355,1773
205,2251
235,1378
1072,153
251,1194
2104,348
310,1987
2162,1252
245,758
1111,1466
1026,171
23,1878
2059,2333
218,385
422,401
285,1341
2219,2302
1450,107
1963,2491
616,1635
846,1388
294,303
287,1832
2247,461
403,858
52,1599
1681,2220
1193,227
1491,790
1029,415
2353,2208
1188,2494
1455,811
261,256
364,214
314,1539
64,1682
430,92
531,676
335,0
35,1745
1031,1563
1691,2368
783,70
2376,2265
2206,503
250,2157
971,436
1751,1449
803,455
803,2299
96,1651
723,1217
1380,86
1039,972
1657,2413
1232,1075
279,1634
1158,437
1905,2245
516,1663
324,1196
1348,2255
38,1672
1381,213
737,542
2205,2021
1582,1615
1108,8
144,1937
2281,2493
1308,740
2118,492
1628,2471
651,1988
717,474
2005,2497
102,1442
2128,1766
2077,1058
944,267
2255,2081
1430,860
1817,1558
1504,2223
1080,1041
2270,2350
201,758
800,363
1542,1758
380,1956
1445,2432
1883,2393
1184,80
740,2245
1107,2422
101,1660
1096,1609
2302,1598
907,161
1646,2225
2124,2449
441,1799
200,1288
983,364
2311,98
219,1928
1029,2194
1864,2352
1263,1046
835,161
403,155
1316,1634
1605,985
1441,370
1595,1809
1003,2059
750,298
195,562
1000,1135
894,1628
353,1631
329,1455
1964,675
2300,1389
1590,493
1193,429
836,250
1080,274
553,385
1810,2267
232,1855
1189,476
417,130
38,2057
2460,1408
259,1706
1712,2483
1131,172
816,93
2053,2099
1096,287
1462,1807
142,380
53,1764
2307,843
2349,1540
370,1762
1148,2340
1263,288
1840,818
1186,814
1631,2225
1719,2497
2464,2380
1865,2324
1575,2440
1643,1191
1025,504
1596,2481
66,2015
547,2318
721,335
280,1337
153,1282
1777,1732
419,313
2227,623
829,757
2275,1929
188,1251
1672,2377
241,2015
1053,73
1007,518
923,861
1083,429
976,1340
1412,2496
422,2446
2477,232
47,2043
888,205
846,335
202,1436
610,665
145,2029
651,89
1982,1497
569,277
1667,2287
1861,734
798,2364
623,1918
141,1629
313,1488
1898,1106
1331,2289
2046,2486
213,291
51,219
2385,1129
520,2101
644,402
1262,2036
990,512
363,21
2351,1241
776,1636
2284,2073
151,835
1693,2486
2250,2200
19,1857
85,1598
1372,1540
1264,336
365,2026
190,159
363,2007
212,1315
777,1693
945,141
1434,2222
1381,2330
790,537
2355,2444
246,486
522,1420
1107,2036
1704,847
529,275
519,383
853,537
2097,389
2165,1519
11,1722
67,2316
277,1201
1262,2145
311,1582
2361,2283
1414,578
649,1780
204,758
1425,2017
577,32
1983,1963
338,2043
2476,576
287,2018
311,2065
249,2033
2124,450
1096,219
1952,2411
1217,1793
308,1220
1968,158
2418,2216
1893,234
93,1328
1978,1510
154,1993
1312,906
1235,2425
249,1130
1807,1300
803,50
1878,2421
2010,2385
1492,2389
367,528
2037,1366
1695,978
2265,416
2000,262
2123,2271
1661,1727
1976,1498
253,870
1035,135
2043,2346
1500,1632
1187,637
221,1496
1698,2242
1041,2147
1677,73
2203,1676
351,559
2230,2475
2377,1515
2252,2433
1009,1224
2202,1495
612,71
111,2058
48,1843
861,1239
1387,1013
959,950
618,954
62,1235
589,1609
193,1617
402,187
1142,122
2071,195
2132,360
1533,2301
606,250
1348,2459
51,1251
1023,1877
148,1258
1969,1006
2353,2462
171,1394
2390,1068
51,1880
1429,745
869,576
470,269
335,1235
796,472
1353,1497
1382,98
121,1975
2440,1310
621,326
2461,1496
302,2274
2055,1375
2158,2408
1718,402
166,1946
130,1207
2436,1776
1449,2300
940,392
1753,2495
405,113
194,1902
290,164
1819,2425
59,1147
653,1275
1349,1806
971,104
514,248
701,2345
398,2278
2335,1639
450,1377
953,385
1724,2370
956,101
296,1760
87,1986
356,1551
267,1222
2446,2089
2295,1441
1941,1043
1810,2489
282,1684
2255,11
1918,1681
345,1389
217,556
1241,405
259,69
719,424
983,57
2051,2448
1156,568
1797,2350
1892,2293
216,1418
1482,1537
323,1931
616,1027
1519,2259
1406,236
82,1219
530,435
2315,28
590,2290
1013,2201
2394,2305
267,1461
27,1612
2127,2209
1305,466
1246,1810
318,481
141,1516
1470,2482
469,965
2182,301
1678,502
176,1393
359,156
321,1567
1727,1410
1168,283
1289,2465
79,1388
2327,724
223,1760
208,838
662,1039
386,1223
1737,1720
2084,1103
87,1952
517,786
149,1603
515,125
504,320
1510,783
270,1695
1334,2410
2429,841
971,1110
70,1669
296,129
1744,1512
309,1284
1645,1454
116,1358
368,1981
883,181
2409,944
2022,2458
312,331
1393,1228
1307,2396
1062,554
449,382
958,1986
1184,531
2164,2256
727,2011
1897,677
2407,1753
506,1835
943,808
2201,2397
680,299
2278,2460
284,1227
1049,524
2038,2406
1620,97
139,2049
1734,199
159,292
539,755
364,1805
2142,2235
1999,668
1425,725
479,215
2433,2274
1179,1466
1113,972
1044,1117
1264,928
174,1577
176,1362
1432,66
1420,218
2301,2455
305,381
1269,72
7,1852
1625,748
101,1343
137,491
285,1686
977,1921
1685,1203
261,1749
1088,1030
1714,2405
481,1738
1543,2376
257,1963
634,657
2381,2102
73,199
615,1842
206,1625
453,482
297,1918
779,9
977,1728
354,516
2103,122
375,164
2134,1273
2287,493
1425,2386
514,2061
1852,1168
892,489
1613,2420
1906,2302
437,499
389,1758
1890,2371
101,974
1203,904
617,228
2242,2078
975,1317
2007,477
1123,1685
1682,744
1903,2235
112,1268
1431,1930
816,371
2171,2232
774,971
1601,2317
122,1624
1818,2415
2271,984
2026,2432
43,1367
1707,770
1114,173
2138,660
1190,1603
1709,2208
580,11
779,470
2247,2364
27,1962
2058,1293
248,154
2335,2326
2283,1854
1389,1653
2133,1854
1617,2319
375,1875
148,208
1935,2386
1478,1231
61,2098
2222,1875
94,719
195,1707
1603,2238
1526,1666
2452,127
180,491
2381,2253
666,2222
1984,1683
911,479
312,1932
2289,1643
2379,82
559,429
2372,1914
1558,2211
1043,561
1068,2493
1119,2468
646,1511
2135,1210
93,753
78,2070
2335,67
771,1360
207,211
1610,1277
249,44
2367,2273
113,763
1035,461
1548,1904
990,142
150,1210
2277,121
178,2392
2288,1119
156,1794
1297,337
2253,290
132,1320
940,2103
2,1292
1725,2047
1240,448
1214,1458
1898,1682
1749,2106
1853,1019
1706,1918
1484,884
2158,1833
36,309
1867,2217
812,1441
311,1842
93,1506
2181,2375
2061,1187
877,1753
630,862
1869,993
1366,2218
522,2294
274,288
80,1938
746,1916
1824,850
5,1281
528,282
390,2276
1035,539
2460,211
2194,521
2344,1577
988,2486
1246,2352
1706,2402
1686,757
1046,2156
362,1093
2380,2343
1177,1174
2032,2194
978,314
1190,559
700,1796
493,1035
2379,524
1657,2409
875,1599
404,1792
1050,1843
1003,1114
237,2384
2130,537
291,1594
113,918
2048,2281
70,1424
1051,327
1170,1804
531,209
677,417
439,1417
241,1826
1586,2488
1653,2444
179,1525
2137,191
582,902
2164,468
51,715
332,2079
2459,2319
28,1593
377,138
1070,1595
1815,2272
2335,615
1498,2199
2291,2424
1975,2278
222,444
1042,2198
1416,1536
351,236
881,483
238,1675
1457,2402
1955,2434
1081,20
1716,1782
1358,2420
1630,586
250,250
676,519
713,96
317,967
1062,105
1948,2352
1025,489
1,1549
1751,782
56,1946
1837,2281
537,897
1998,2235
64,1220
1233,848
2248,1667
1051,353
2182,1001
155,2478
2390,2120
285,1128
1791,2134
862,402
23,1591
2226,2441
358,525
223,655
1148,347
836,76
861,848
441,117
805,448
1716,2384
2136,2367
1900,1315
1144,471
2443,2253
303,1484
2199,187
1693,2218
287,1877
289,192
279,1852
2277,482
277,1234
17,1465
1124,1765
1933,2301
736,2482
842,283
150,2040
958,75
219,1421
390,2427
238,2219
1516,2285
1362,2255
1434,194
2083,2249
335,1147
817,2234
196,1746
2194,1330
1585,1838
2021,2466
331,1649
1581,2311
2019,2340
1320,2454
1375,777
46,1381
2315,820
819,2137
40,1408
30,1550
1970,2281
1418,873
117,2051
49,1223
1139,422
226,1050
886,56
1468,2210
1938,1404
912,1547
2259,2372
242,1902
2467,1899
2198,2339
778,2313
265,85
503,1486
1427,1108
1337,2291
2425,1455
244,478
568,922
723,2086
1786,2260
1580,760
1040,2256
1390,2266
2227,2229
1240,776
1345,606
1409,579
1060,2149
2021,2391
1096,29
1061,574
646,2314
321,369
885,509
560,440
1709,207
235,1756
112,1374
1027,2193
302,988
12,2233
2092,297
1541,2314
1373,2349
820,1232
547,148
214,1818
126,1390
161,104
1242,759
62,1483
1170,481
877,951
2130,1894
2053,1032
2465,2337
2181,2357
2098,2436
2192,435
181,1786
288,1436
1036,35
1969,2312
606,269
679,593
1372,1194
246,2185
1483,1360
29,1679
119,1251
1347,2434
107,1947
180,1465
2115,1043
434,311
1711,2228
807,1858
128,1640
1910,272
312,1757
2471,2468
474,492
2419,2479
259,1701
974,149
2184,2284
1417,2387
172,1267
1605,2221
224,2056
845,246
770,2005
161,1444
990,101
89,1566
337,478
1806,2156
633,456
332,1369
2208,852
760,562
85,2261
2304,1856
360,1762
1361,2415
856,402
1974,1177
600,134
2383,2287
368,1436
364,2051
518,101
924,410
45,1302
2163,1125
2332,1467
53,1511
346,998
739,167
647,296
223,130
1423,2314
1790,668
333,2000
1105,506
253,1871
2425,2424
573,668
768,2203
54,2167
311,622
594,623
326,1910
219,1396
804,2375
904,244
2231,345
985,1053
1654,471
1856,1646
1538,2270
602,876
1710,306
2420,115
1001,2
1451,1567
828,871
277,1337
436,2281
445,165
588,302
112,248
254,386
2143,2221
1751,2490
393,354
447,1915
2317,1920
941,536
383,80
1323,2197
287,822
2083,2348
1715,1588
1313,2253
1666,2215
1409,97
133,1292
415,507
1472,1685
1087,66
249,1353
1601,1737
990,1576
1804,1435
9,2211
12,2282
556,2065
1193,1651
665,384
1806,2060
2482,2404
615,582
565,412
2048,2467
658,463
306,1804
1304,291
247,1719
2017,988
1115,156
55,1781
1589,2057
966,1472
539,535
2141,1537
74,1638
1549,1960
167,1340
1312,2393
1481,2434
1665,2426
550,1932
1365,1119
2425,2068
2103,750
2031,2287
1071,1908
1328,2396
2447,274
1238,2186
1717,166
543,536
271,1230
1210,582
1682,2212
209,1456
324,1841
1132,411
1856,717
803,1796
341,2449
2460,2278
1383,1154
2330,2358
2048,2248
1660,2329
344,626
1296,1918
488,1711
1723,1961
232,1880
2377,871
588,172
965,923
214,1995
605,2418
2229,1266
2435,2133
2097,727
2076,410
1462,997
256,717
524,40
2304,2393
1367,355
211,1415
587,1738
1086,2141
264,507
1562,1285
5,1381
900,335
265,1639
1394,1908
1698,2202
2347,2419
952,1987
1983,2367
3,316
62,1053
268,1801
1756,2270
528,1340
1016,95
2078,2443
3,1511
876,76
996,775
22,2481
2413,2238
2386,2324
2022,1398
497,263
1756,2218
1575,151
1887,2253
569,1446
2050,2271
307,1761
1187,365
249,1333
1679,2397
469,1999
605,1620
717,58
1900,977
1713,853
216,2038
1339,2492
2382,2221
2046,1895
1851,1228
259,1897
26,984
337,1759
1253,1921
1380,1208
2337,502
275,470
987,1824
646,153
333,2471
867,199
1653,1047
1021,185
838,1758
887,463
1606,184
2491,2200
2115,1600
1417,1449
775,273
2028,825
2472,2460
1178,2128
2431,399
1171,635
327,1489
364,1653
969,1232
561,76
885,2481
1363,2443
2248,2316
1536,2443
2410,2367
868,129
1158,146
404,963
2004,2030
2045,1920
1652,2051
266,1481
3,1444
524,726
260,202
2370,2445
180,2022
1331,2277
1085,1442
2281,829
2462,1189
257,1466
532,881
230,1948
2404,561
55,1970
1667,2445
113,1891
2291,12
499,1878
2450,316
2463,2458
2434,2488
563,29
582,317
543,2090
422,191
454,127
1947,883
403,234
61,226
337,1519
424,472
1648,2305
756,210
1836,2233
215,1227
1559,2450
672,1027
1871,2260
242,1945
230,1405
603,324
175,1360
1364,534
2254,584
1745,2280
2282,2209
2072,2429
474,883
687,14
81,1806
29,1234
1112,425
1188,1444
210,612
2336,381
705,113
258,1119
332,83
2259,2284
237,518
2346,1910
1474,75
715,307
1110,211
972,2430
1351,765
2406,2439
861,432
175,1961
347,542
458,938
2032,2232
193,1411
1338,2460
193,1913
987,924
2250,2405
1197,26
509,267
973,2287
1641,2104
1529,126
1596,1447
2473,2375
473,1288
2224,2237
1956,2231
1823,26
1427,2450
38,1003
313,427
1862,2448
303,1455
1322,1298
1934,1521
898,1276
440,1453
197,1485
51,1322
2223,1797
861,1099
1738,783
251,1408
1487,2356
1416,856
1943,2258
282,2423
515,2308
1933,382
714,1989
293,505
73,2201
217,141
1956,624
21,2395
1734,1502
501,1189
39,1749
234,671
293,1897
2033,1903
2222,1655
1949,2468
615,17
361,1846
85,698
609,2129
2328,1594
1749,251
1442,2422
842,1028
1682,2022
944,2453
2105,2348
672,104
394,701
1304,2247
1922,411
349,2044
269,350
952,105
230,2035
385,967
19,1437
193,1769
197,1745
312,1960
984,220
176,1665
2303,430
295,322
1530,2431
2447,1762
805,2003
592,212
273,1697
1105,2054
703,194
2276,810
1781,1269
1025,1217
1985,2454
1020,1715
243,2034
482,849
2453,2235
93,1591
1526,476
1837,2203
1901,1228
32,1861
84,1970
69,1598
157,1640
1388,1896
294,1185
337,1385
1188,13
535,138
2245,1407
870,594
1821,2444
105,1787
89,356
2288,1668
1613,2372
891,750
1914,2299
822,568
780,5
727,234
731,133
1716,849
317,566
266,455
691,506
1464,81
1352,2231
2273,1872
206,229
1074,366
1577,2259
6,144
74,1593
231,88
1729,2450
16,936
2019,2313
952,355
268,531
167,1925
328,340
2466,2122
577,377
89,1291
504,160
2283,2243
2195,272
399,2257
2049,22
1012,384
1994,2245
328,1974
1837,745
381,308
2168,939
1992,898
900,186
412,482
145,2070
83,2003
682,1684
1364,2420
2245,451
1306,2383
255,1749
893,2436
196,1462
559,287
1937,2334
1593,1910
2147,2434
16,2056
2001,1455
40,714
1564,1820
37,1640
1666,2330
2085,752
266,929
2167,2432
90,1456
1911,604
1392,1482
347,1447
2121,2393
2363,1033
607,379
789,122
236,329
1037,1082
270,1621
767,600
497,641
2198,2395
517,376
1609,1500
1694,1103
17,1997
1047,387
457,2395
1849,2205
525,627
2417,214
1688,1755
18,1331
334,2097
1970,536
1199,2208
33,1905
1043,503
986,536
2340,2412
368,1499
1453,2165
507,203
349,1538
670,344
1789,2385
367,1535
1291,1354
505,1656
867,566
1179,218
579,953
528,160
739,1244
2077,2261
1941,1878
314,218
994,1088
1594,1538
1300,2133
154,1111
221,529
647,2003
8,1806
97,1647
2266,1931
1898,816
1363,407
421,2296
2063,2329
462,99
225,1225
2469,2130
242,1981
1572,2225
1934,493
868,919
193,1900
2068,1279
981,1448
929,1368
731,1550
426,284
333,87
2297,1107
2125,1193
187,1739
2222,2479
1759,817
579,253
1397,1461
242,540
390,269
2223,2413
1966,72
1221,968
1616,2216
258,493
1593,763
1487,1672
2294,1616
1689,2296
96,1290
1957,2322
382,2208
575,517
86,1334
1874,2243
530,701
171,1524
1618,2251
227,1771
1518,2449
2187,2353
2081,906
2360,754
356,1211
651,5
165,1537
485,550
900,348
189,1863
1767,2299
1145,1822
2219,2057
2098,2497
2224,1307
42,1705
1996,633
267,1563
0,1531
1111,2011
13,1344
1345,2400
168,1712
227,1747
811,465
1379,1296
162,1849
1641,2320
2290,2110
732,789
162,1384
2330,1454
530,581
341,1647
853,54
1364,2411
116,1217
1028,443
2303,1589
746,756
2475,1953
21,2033
207,1753
1540,2382
1480,1905
1549,958
2376,1021
915,47
1036,1742
373,1802
2407,1761
1780,2255
87,1525
48,1600
191,284
271,1327
171,425
865,2379
1988,1437
1058,280
552,146
1422,303
45,1733
826,639
1949,1199
1952,2335
2175,2381
187,2039
1938,979
671,540
1842,2458
2321,2476
1284,632
391,739
1248,1649
921,299
227,1791
1670,1409
80,1706
1845,2084
122,1852
1048,1200
1667,2231
1759,807
967,1476
1353,2361
1649,2241
2311,721
173,2011
682,386
92,14
1654,1244
2020,2380
304,1741
2070,2193
1318,1122
2063,992
417,1662
2159,2424
1285,78
1875,2499
2292,430
354,945
1400,119
63,1958
77,1806
1385,871
1446,551
172,1662
447,438
2358,1929
1338,2336
1188,449
1750,1497
1400,1555
959,2259
23,1473
2303,1384
2494,2390
191,2066
1166,1840
1882,1665
804,1899
756,762
883,401
1927,1916
327,1662
203,1459
218,2005
