V1,V2
424,1520
1292,337
1782,1152
952,143
520,1758
1914,1564
328,2179
67,1700
1077,1575
272,1237
2050,1153
351,1214
95,2249
441,2056
302,2161
447,2356
57,2246
924,1632
1932,447
1354,1536
1352,838
395,375
1579,343
362,1362
476,1018
276,1306
1084,1463
251,1343
231,1338
1275,1658
695,2070
2339,662
1941,2274
779,629
1027,1638
377,2253
793,1869
1570,383
1318,669
331,2287
2376,760
388,566
368,2015
577,411
1467,469
369,2240
1695,1867
463,1509
297,2051
2058,1850
336,1356
245,2202
1032,1468
106,1474
92,2061
2358,2423
2042,917
2173,1065
1256,2117
228,229
245,2107
0,285
608,1440
429,2449
260,1206
276,401
341,2114
738,281
1107,62
75,1554
249,2058
147,1563
1219,966
478,1385
1085,511
363,2054
2455,768
214,1555
367,916
1742,60
257,2118
947,1020
1767,1851
477,1210
1273,1867
1399,1437
255,2080
31,1243
1387,619
1585,1277
763,1140
321,2050
687,234
255,1258
710,1895
1294,891
295,2436
995,190
1259,1549
2240,849
906,160
1005,2045
112,1552
2293,470
388,1111
1292,28
1345,2414
351,1564
756,149
844,1816
1065,1195
208,2176
481,1829
1896,2143
380,2364
255,1352
1176,130
1981,1575
1130,405
2461,455
1040,923
1516,2137
771,1398
837,1558
364,566
225,2178
2259,1050
626,613
1039,263
865,522
304,2070
2397,1020
47,986
462,1570
135,1266
1307,456
442,1770
1883,2282
2329,1115
119,1270
642,1697
443,2111
911,1861
253,1764
175,1339
306,1364
1097,1678
1158,1792
317,2096
1071,1907
1350,2375
453,1258
1634,1529
1669,895
346,2087
315,1798
202,2256
198,860
1824,63
1601,883
391,2066
1402,322
2259,2381
2475,257
2055,2441
1536,1223
332,2010
1286,1912
387,1810
571,1692
1116,992
156,1315
286,2147
404,2443
338,2013
671,436
563,1324
941,1555
2446,1365
1362,1051
74,1212
2423,847
342,1340
35,703
453,1466
1294,1756
482,1540
377,2142
2140,1162
1173,2022
454,1283
1709,1307
1565,2325
19,1306
1126,758
801,1714
1371,1647
463,1397
1178,2187
1385,981
1268,1103
1317,1466
1091,2224
867,858
590,1843
469,865
625,378
1592,2139
2311,886
2262,1963
183,1461
2455,2084
214,2063
1466,244
228,1797
411,489
1446,1030
1920,1635
50,1422
969,127
785,1850
2144,1397
1509,2020
375,2203
344,2093
377,2232
740,985
1049,1858
747,253
1565,160
311,2159
348,1326
1348,141
428,1440
665,1114
1351,396
71,386
447,1567
279,2117
189,1404
382,1236
582,1590
251,1277
1792,2315
160,1632
2362,1391
1498,2225
1635,355
113,1418
1792,2396
1062,935
2073,2249
2424,1231
912,1238
268,1267
273,1544
2259,2285
782,2020
1308,639
519,642
450,1368
2329,1282
1761,538
1694,69
1543,1820
104,1502
202,1378
2392,250
2183,975
1387,971
2350,2170
2298,1604
2362,363
1775,252
271,2052
2496,2099
833,265
241,2097
642,2033
137,683
817,1814
5,2324
1672,1803
28,1326
179,1948
2497,1321
81,2095
1185,1855
357,2141
1486,662
1255,1313
320,2226
1150,1965
293,2063
2031,1566
280,1454
1327,221
471,1519
202,2049
2215,328
1478,1608
274,1461
641,223
1772,937
736,1923
292,2184
458,1340
91,585
1842,35
626,2214
381,2239
58,1259
569,1105
594,1609
2454,1032
926,2049
101,1297
1079,750
289,2001
2238,1488
271,1225
121,874
1080,1812
881,320
285,820
373,1200
1503,2199
316,279
1297,660
683,338
1738,656
13,1055
2471,1485
487,1414
577,2374
1068,1964
1228,1243
2089,2265
236,2178
2383,1181
759,548
2475,1860
883,1415
802,1017
1321,2222
88,1761
1044,1110
1770,93
1021,1273
287,2193
345,1330
1808,2033
176,1649
1578,261
426,1235
1604,1776
147,1518
250,1397
1097,1233
1717,1999
596,70
722,1165
1012,1767
265,2163
216,2230
297,1427
625,2314
1269,2272
2331,1179
1139,2045
525,117
132,1481
1161,1191
966,1915
325,205
702,984
37,240
367,2124
219,2109
298,2006
1661,1566
1214,219
404,1504
1796,1082
555,837
2015,1424
2331,407
1091,1571
2362,1664
575,22
2376,1884
1167,21
1279,1446
1154,1789
1703,324
333,2115
914,882
464,1379
203,1447
1974,218
42,2310
568,1811
627,703
326,1331
1009,483
1976,1656
387,311
913,2390
2414,1609
1272,1212
1071,298
317,2254
354,1781
787,248
123,1642
1764,1825
1690,951
463,1354
904,1856
2359,1395
303,986
1345,1471
208,1432
2266,2026
2348,1353
329,2143
416,1367
1990,1950
1215,2223
1732,1257
1895,1584
313,2256
600,1434
1105,1400
826,2389
1048,1289
383,1468
204,2132
844,291
222,2148
388,1281
375,2084
792,656
304,2041
165,1701
814,659
1571,831
466,1244
295,2064
1546,285
620,1620
390,2233
1521,1085
200,2094
269,2191
490,526
235,2180
260,1575
2273,1429
2499,24
2250,2365
281,2057
1313,2034
2104,1793
397,1239
952,676
1049,554
2308,1050
1315,138
605,1851
1343,1336
1454,1940
812,1722
318,1451
1509,365
1809,482
737,917
346,1266
135,1397
229,2022
614,1999
181,285
617,61
838,1558
247,1004
314,1225
2088,400
71,1345
2448,1835
2423,2095
2400,1365
2031,98
389,2042
1004,2387
104,2198
715,615
2423,1667
1361,1058
200,2246
2245,1909
2321,49
1831,2483
2243,1167
1472,1115
712,2116
525,1939
1315,491
2083,1223
534,1789
1522,1873
914,1979
1316,1978
2093,1840
1206,1955
1614,1627
568,2182
670,1479
1589,1899
1090,1948
1383,14
433,1167
355,2100
2275,2106
2386,1616
1815,40
386,652
1790,129
692,260
1497,342
1675,1635
299,2087
309,2255
792,239
385,2239
916,1760
178,876
1155,1241
1458,663
335,2163
389,2196
1661,1515
373,2125
2363,365
1711,381
571,518
34,2091
1111,378
2028,484
412,1192
937,1159
219,1634
1798,909
894,706
140,452
342,2247
644,664
485,1255
352,2032
966,1636
939,659
403,808
369,2188
48,1089
187,1290
1687,93
2454,438
781,1987
218,211
324,1804
1721,1993
281,2012
1645,1329
1641,175
1002,2348
841,1445
1484,535
939,2218
223,363
286,1567
269,2057
282,2215
1501,1890
1525,1384
427,2318
2357,1799
363,2131
1315,1348
805,2113
298,470
1543,909
162,1411
2228,2034
390,2003
382,1503
925,1204
447,1558
1374,1120
319,2078
206,1239
471,1429
1755,484
273,1289
1644,1373
351,291
269,572
2068,319
407,1398
1392,765
421,1236
387,2241
387,493
1499,346
1151,257
2170,126
2036,200
1593,1961
1330,429
1056,1275
1330,1722
991,1755
535,1157
903,597
87,1361
371,2199
248,2192
236,2206
346,1032
708,1451
1029,2261
686,454
883,2434
2442,1125
326,2152
1399,410
212,2245
885,1179
310,2007
67,1374
206,2088
968,1902
922,1435
286,2167
247,1227
2498,2141
692,2180
7,2017
273,2145
2348,111
847,243
499,537
999,2037
298,1274
816,335
206,2217
156,407
118,1287
1259,329
72,698
963,2206
105,564
1159,2043
952,2193
2386,190
1222,1948
81,2227
250,949
178,277
1724,1919
235,2045
552,1528
2279,971
1089,257
399,2075
932,1887
397,1407
877,1081
507,1494
263,2019
1641,1833
2471,1609
223,2158
2370,1636
465,1202
1356,1362
2225,834
244,1552
440,1274
2040,540
370,2058
1339,1953
1243,1708
639,357
1281,889
445,1877
1388,176
1132,49
2476,1106
2446,693
2177,1381
275,2041
2165,335
457,1318
255,1383
582,222
150,1237
349,2239
2078,305
745,347
501,2190
244,2019
813,10
239,1392
830,1443
1653,568
1133,1207
220,1289
102,1464
484,549
543,1903
2348,634
1001,2293
290,2152
89,691
827,1227
354,1454
68,1284
494,1824
310,1522
459,1657
2123,1046
1970,1663
145,1061
364,1444
33,1017
1833,1412
884,890
128,348
2117,723
1861,352
391,2164
2086,1304
250,1928
1597,357
448,1693
1551,303
2052,2325
285,2058
2477,1632
18,1373
225,33
1176,320
97,1160
1276,2456
1152,647
1477,1368
1003,116
494,1155
172,518
1652,2500
411,1506
202,1318
1542,1660
1052,348
1553,138
1404,909
688,383
395,2002
930,1119
875,315
1611,1075
227,2249
1485,1206
1446,662
1012,1219
1120,546
1178,1244
1649,516
2353,297
2101,825
613,529
1425,1041
116,1417
412,1369
2396,327
445,666
1069,2118
1176,1004
387,2257
263,1256
2355,1853
1688,860
823,1735
891,1475
237,2209
240,2202
1496,2103
249,307
872,2396
259,2028
1207,391
996,816
272,2246
249,2194
224,2038
1309,1010
1967,270
1189,1189
1791,451
1665,2290
1625,2270
521,262
225,2147
1419,1006
2009,1842
661,1086
385,2253
37,474
2306,1026
1753,2252
1650,1035
1249,1277
795,1339
2163,2057
1072,288
370,1512
2175,1255
293,637
155,1465
1839,2388
395,1490
2276,1319
1423,755
45,1249
1098,310
2248,2194
1581,911
1616,122
409,1305
341,2109
328,2027
296,2200
236,216
1191,826
377,2110
38,1287
201,2194
369,2109
1846,55
0,1389
2034,2302
1682,1470
364,2058
289,2035
323,2141
47,1548
877,913
731,2106
344,2122
1457,2027
2430,151
915,1833
743,547
2298,5
1795,1520
394,2120
217,2337
363,1853
306,509
261,1448
411,1781
431,1476
298,2251
486,972
1020,585
174,1441
1922,1105
1725,2409
1875,840
653,1381
7,1131
2125,1096
1293,207
363,1942
2471,1057
1327,1375
366,1180
22,1431
550,1324
311,2100
385,1334
201,1449
91,1255
850,718
245,1257
134,2248
2475,513
2425,552
1230,1737
214,1785
392,2030
394,1491
224,2027
948,2334
1253,720
585,1171
249,76
212,1428
2087,1232
211,2231
688,104
2427,2335
236,1384
55,1313
176,1243
2492,2063
1743,205
2095,1505
1197,378
241,2167
1202,782
1358,1479
310,1567
629,917
1280,1535
1154,1552
2087,1275
1261,2040
1837,4
1084,1455
2242,264
2364,1889
1045,99
1302,2464
261,2211
585,1660
630,1639
2485,733
696,1276
935,363
283,2247
1246,2018
2268,225
321,1221
100,1428
219,2239
388,2248
171,1344
397,466
313,2015
799,1409
219,2137
1400,365
483,882
770,464
2381,1723
2311,2102
208,2035
2123,1494
365,516
1099,1427
1268,942
1619,158
1036,1535
232,2131
289,2000
27,875
353,2155
293,2152
1206,1079
2056,2420
2422,860
1697,2333
1382,243
243,2220
1384,1781
783,2053
1142,1725
418,1568
997,87
412,1129
403,1279
303,2246
512,1351
2394,845
1210,2172
1247,791
1376,2180
445,985
246,2040
32,1251
659,2121
2373,1026
258,2191
45,1259
279,2148
2209,1797
783,2077
203,2089
858,1308
1011,96
239,2055
246,2110
856,1961
2033,2404
2121,1651
2385,1496
2250,2483
1602,398
223,1358
185,1563
396,2083
258,2026
1630,1207
944,436
1304,1243
435,905
1745,102
1767,98
1344,2167
293,1919
1838,762
530,694
919,1267
1360,2047
386,2153
200,199
309,2092
391,1482
245,2185
306,2011
443,2260
18,1257
222,2048
135,1618
1687,664
1923,1449
304,2134
299,2239
603,509
375,1344
1268,1681
150,1378
2161,2195
2407,580
385,1729
1401,1887
27,1213
263,1493
235,1576
264,2152
391,2073
471,1408
709,2140
690,814
1975,563
398,2053
292,2037
244,1220
1817,1097
157,562
2390,187
2088,2251
1846,1224
2313,1578
89,642
628,1060
566,1268
430,1287
2365,375
195,1574
1193,1999
2096,1299
403,1727
290,1491
1018,815
2396,458
716,1512
892,683
5,1338
193,1288
1447,2151
343,1537
388,2180
1065,1765
65,414
1284,1413
1126,1333
1409,505
213,2094
2116,439
377,1289
263,2064
38,1267
534,2095
15,2179
2012,1792
395,2163
1065,256
2231,1036
896,205
350,2094
151,1136
96,1478
771,1265
973,819
1083,1239
77,2157
315,2094
273,1074
1470,1943
1192,753
323,2128
316,960
751,1805
2466,940
75,1403
2003,1629
1115,525
1504,1575
1387,1504
2125,2144
1556,1910
207,1455
144,641
223,2072
313,1233
136,1364
475,1511
26,1320
1284,11
1129,2144
655,1635
368,2246
2324,354
2317,1624
1413,1846
475,131
338,2151
1375,924
946,1848
1887,2347
2312,1255
1084,1814
293,507
1541,1485
1672,690
2418,602
493,704
944,642
1957,901
343,1439
87,1251
226,1506
11,1541
198,1448
1084,2277
851,1816
303,2048
1554,1697
92,1457
1915,260
852,1068
932,2374
262,2199
378,1054
1082,803
380,2049
1445,15
598,911
773,1211
724,2382
1440,2145
714,855
281,2000
244,2181
2247,88
515,32
156,1853
2383,2289
1059,1308
2014,917
2410,1171
775,1375
1936,634
1081,1807
303,2170
2398,900
222,1449
2027,1951
1882,376
430,1467
847,1893
349,1519
294,2087
564,1405
2476,795
1859,1496
984,1921
259,2009
2270,2016
432,923
2076,1696
307,1410
329,1545
279,2072
258,2252
583,1826
559,2490
431,1334
157,1497
254,1081
715,268
277,2233
1019,1331
1586,879
1555,1120
1506,2207
2041,2203
604,776
1035,1943
252,1368
273,1356
223,1577
1483,1027
380,2052
678,1665
5,794
2135,1304
2496,115
422,1599
1320,998
322,750
563,537
2356,849
2072,2218
243,1951
835,2321
126,1558
350,1545
1961,155
738,1779
334,2219
2015,1837
1704,1940
578,1771
1327,879
961,1064
321,0
2006,1214
533,1524
336,2133
70,1531
977,2009
267,2030
517,1382
1779,2200
416,1533
1925,1792
2166,1015
148,1810
325,2148
1283,2347
1517,580
2195,983
427,666
2045,1145
373,78
444,1388
604,1906
271,2057
1229,1482
1357,1443
426,1661
402,1373
1065,2144
1784,1618
2440,759
1812,2244
456,2363
2256,1716
244,2080
2003,206
592,970
238,2071
2379,1917
228,1372
491,1644
1463,357
191,1261
2432,2061
477,646
1522,1772
583,189
195,1595
350,561
145,1377
196,1454
207,2217
2056,2269
1127,329
568,956
901,572
1348,211
336,1405
1266,304
1140,819
363,1809
2108,767
1736,813
1785,523
1498,985
2348,1137
822,490
299,2054
1600,1774
1259,999
1841,705
1437,583
2065,528
262,1229
821,1035
296,2138
218,2159
1096,464
1228,687
270,1325
1572,1310
1807,2209
382,1282
333,1789
572,1332
251,2199
1829,626
285,1440
2259,252
367,2231
989,1837
2029,938
276,2122
1163,462
1311,956
471,402
859,2477
106,1595
1360,2345
1865,1115
1871,1727
1187,2404
2100,849
852,73
339,2033
292,2194
1945,1565
268,1162
1738,84
306,2051
777,814
214,2194
1361,1093
204,1526
2436,1878
712,1612
2446,931
570,1012
1265,750
810,1186
1436,232
1061,592
133,1062
506,2446
274,1807
2498,1423
1874,304
284,1523
355,2025
2224,1408
332,2155
1999,598
1586,1160
2359,14
166,1509
234,2168
137,1788
1331,392
308,488
1641,157
1229,816
379,1552
304,1476
550,1975
1588,778
990,635
1751,787
2068,941
58,1535
244,2068
2385,524
136,1933
2436,439
95,1280
1704,96
1908,1582
1747,1714
931,689
630,761
2175,431
2385,873
244,484
229,2209
539,1105
2183,2147
1302,1500
322,2062
1958,1904
2070,144
301,366
2010,1581
202,2214
318,1729
45,2023
91,1725
533,704
756,1697
763,2457
1690,888
2093,1254
195,603
1264,176
0,1716
1007,2017
1287,1826
445,1571
978,1836
2273,138
137,1492
1904,472
257,2125
338,2188
984,958
252,1345
844,143
1137,683
242,2308
229,2203
1744,1260
1161,661
608,68
1822,268
2179,929
723,1936
1334,2028
1379,498
16,427
1108,185
612,2063
503,2357
938,2143
1353,1606
1087,115
230,2202
351,2009
194,169
679,2132
413,1282
315,2115
733,189
60,1270
2171,1305
2110,1743
352,2090
1674,1409
2206,472
444,1235
251,1406
444,509
857,830
1115,1345
2467,1364
784,2063
1276,384
1902,167
206,1953
351,1333
1845,542
1570,1241
410,228
1158,1922
1089,30
611,1978
443,1891
844,898
386,2386
1506,2225
109,1400
2407,1587
320,2109
1419,479
1811,2056
343,2023
482,1438
1758,1676
370,1331
2492,1895
203,1340
248,1432
768,534
386,2040
444,1019
216,1519
300,1562
2209,1596
1132,276
76,1511
1388,1093
243,2005
134,1808
1615,834
854,1072
1824,1097
39,1897
1972,1473
278,622
1316,161
482,1040
1700,1296
698,60
404,1334
287,2024
472,1163
323,2112
632,1412
794,1027
245,1931
1053,982
221,2152
726,439
1953,1943
163,1422
2026,466
185,1502
1610,830
880,72
1306,1712
1064,1210
308,1451
805,14
2131,1412
308,2119
1136,406
178,1470
1846,2251
427,2418
618,794
626,187
354,2020
1982,124
279,2117
322,843
347,2193
2392,1661
922,1692
245,2210
2180,1929
214,1293
1696,2034
348,1416
981,1675
2153,2195
479,1499
1397,1917
249,2182
988,1364
256,2204
258,1411
425,244
1644,1594
1050,699
2457,181
60,39
1071,526
1016,1794
231,339
1821,1339
277,1651
1006,198
839,325
342,1384
211,2026
170,1131
827,1135
366,608
1287,339
503,224
1106,243
374,2116
63,742
1002,1826
2286,1425
607,67
1395,1859
206,2094
218,1526
2226,1505
1692,2401
999,1308
585,254
1647,491
2314,1953
283,2088
208,1410
763,1441
76,1201
223,2155
615,1966
457,1270
2250,2007
980,1974
535,2483
774,1728
771,487
919,40
68,1348
1816,306
1109,1657
1395,1546
485,329
1397,1487
297,2049
244,129
1759,1006
673,1938
2201,2076
2399,999
215,2136
545,1090
345,2216
399,1290
2166,1911
389,1490
213,637
1949,152
941,712
914,14
1646,392
1015,1432
2017,2387
359,1214
380,2151
1171,2487
387,2125
1662,146
2036,1969
318,2237
0,665
1340,2207
472,1586
1324,172
355,159
2091,1119
1257,1388
358,1494
490,1313
388,2155
292,1166
1616,1922
358,2339
1463,1120
1579,103
1339,525
2497,2353
1148,574
513,2239
591,1413
2009,536
1055,2235
1522,621
363,2210
484,1226
1541,1906
233,1550
1246,2340
2497,392
759,695
87,342
520,80
825,906
212,2022
668,2021
408,1299
175,69
2043,2436
1266,2311
660,923
755,1533
137,1726
372,1890
429,1337
639,977
269,2040
1387,1253
291,1406
2141,2054
2306,1696
710,1949
2121,546
41,1321
653,1666
1445,2469
1501,1474
487,1216
207,1494
2438,177
2217,940
1310,735
329,2053
288,2186
1677,849
434,2344
1196,1693
683,1569
520,1681
838,805
84,2395
948,1960
497,1419
336,1765
24,1566
1515,509
341,2164
842,631
1399,1068
306,1275
835,823
2210,291
367,2284
1808,700
704,37
268,2103
39,1324
565,948
336,2142
385,1644
2487,278
683,2348
769,1993
302,2158
317,2038
237,364
117,1240
1284,1526
1010,890
369,2089
37,1403
777,167
66,1749
790,183
211,1332
1494,215
492,2103
198,1550
972,1445
1529,1825
1124,1356
2338,1147
1919,2345
256,1285
238,1226
2172,2385
1454,1417
1597,100
1562,454
254,2237
421,1222
1163,1346
825,35
281,2164
185,1992
529,918
1811,1201
1679,1606
200,1200
964,471
892,1341
4,878
57,1211
1562,355
666,622
458,1373
1279,822
2395,306
404,1530
302,2166
287,2062
2445,2145
1271,433
11,1229
770,1130
277,2144
919,1820
178,1500
161,1323
84,1400
1032,154
273,2135
269,2135
1052,2400
347,2166
2077,487
2363,2042
1866,479
1281,1462
267,2162
278,713
423,567
613,286
2358,879
2008,1810
116,2258
149,1404
783,30
281,2023
2195,763
257,1319
1086,1427
1202,55
972,796
1403,1536
374,2171
2269,1258
45,860
178,872
396,11
498,1452
396,1510
220,2211
1669,1806
1988,2425
398,2033
2228,189
393,1568
806,931
2228,1909
359,2130
351,2214
310,2299
1579,629
1380,610
1854,1437
2112,89
1525,665
87,80
518,1724
397,1298
69,1308
2056,1635
345,648
1279,2083
1511,1862
277,2029
202,2122
244,2152
1166,1097
241,2025
2472,2071
1506,2132
1551,724
539,1647
1012,536
0,1303
406,1519
1633,1081
304,2090
1829,2077
698,1080
84,2313
2377,1897
2010,2422
1728,2489
879,1231
383,2107
1653,433
358,1380
2220,971
1606,1967
250,1240
2400,100
2372,18
392,1419
240,1939
2330,318
321,2161
1940,205
859,1493
1117,1070
180,190
742,798
415,1493
288,1612
10,1399
387,2018
245,297
1090,1517
437,314
191,1448
1867,1390
264,2065
221,1378
1246,166
354,2229
305,2118
2047,1305
1977,1555
1971,2413
997,790
353,2145
290,1322
194,2468
295,2155
1184,1153
707,716
1087,2206
184,1319
934,1525
206,76
1096,13
25,1306
133,295
868,2102
2500,1359
279,2145
468,2045
1078,1941
1397,259
1259,1792
1133,1175
605,2084
1773,1669
12,1089
452,1476
1768,2500
1129,1204
200,1840
287,1322
360,2151
1550,623
35,1317
313,2062
2111,2171
2306,218
401,650
1582,822
2255,2337
1448,122
1233,1998
1215,1168
251,2152
1790,2154
17,216
436,1218
961,2245
2117,969
141,824
2047,1401
572,1920
1990,710
60,2047
244,290
279,556
2214,1068
200,1551
266,886
240,1404
2165,2027
2398,61
1239,1552
937,1705
1398,30
366,2
287,1494
421,565
774,2019
241,2094
337,2168
2448,1895
189,1220
829,34
179,836
782,1361
1215,859
1085,1062
392,2069
384,1547
347,1416
1171,785
171,1387
737,1764
478,1245
252,2119
195,1234
857,1262
863,833
266,1217
702,1802
622,1341
128,1375
1065,670
2431,972
307,1287
2126,814
307,2209
1204,255
387,2238
1514,457
1744,1127
202,1426
1559,1814
1604,2208
635,1776
228,2012
541,1918
331,2067
287,2060
808,2477
284,2030
1702,1873
21,51
596,1052
2247,1568
791,2115
1915,1921
1994,1830
1773,640
363,2189
1647,1184
1943,778
1778,1666
362,1374
84,1296
1348,987
111,209
1418,633
100,2047
2023,1727
437,1247
2332,678
533,1420
183,1674
439,1319
295,2029
169,1396
815,1386
560,689
862,397
425,2353
1209,1032
404,1378
1545,671
2173,611
1669,1522
738,2146
1530,1963
1390,450
1950,1354
622,1410
300,1202
1687,1988
828,6
2066,561
1286,1832
1797,2183
289,701
1362,620
829,597
728,2277
399,760
45,2204
1210,1905
733,1865
1314,290
27,457
520,1938
391,2252
2245,1161
586,1068
1507,539
1181,1352
272,1387
1591,237
1676,297
2475,1372
548,2333
205,2079
478,2449
1643,1612
106,1287
2318,795
741,2121
392,1405
627,1346
365,2022
458,1381
387,2128
2253,534
420,278
1209,1187
77,1520
1920,2119
371,2205
1774,2016
332,1898
85,1479
1902,211
417,1050
376,2196
1404,137
144,389
319,725
1141,607
284,2071
1463,1569
2367,594
246,2098
1975,251
209,2058
989,462
1471,543
1858,29
344,2034
240,1107
1134,454
304,1220
685,1575
186,1499
235,1513
1197,119
2019,1102
368,304
884,1361
1258,1931
828,650
243,2115
329,698
1078,24
398,2243
675,1033
1893,723
389,2155
397,2152
2105,2305
1063,1505
1646,2316
852,963
335,1204
2097,2105
1406,1371
22,1343
105,1380
1121,1234
1049,2470
1808,1445
2023,274
228,343
965,782
2125,2042
520,29
330,2245
966,1894
944,135
136,1091
1428,294
1166,1611
1003,829
1389,1258
1642,2058
242,1206
1550,2040
1563,1698
231,1435
960,994
327,1504
1085,768
2348,343
1450,387
701,2019
386,2223
1489,959
332,1562
312,2161
1046,1809
1898,1747
1532,1628
1417,765
1404,344
254,2072
538,1538
908,1063
264,632
2253,412
1595,1136
1111,2479
586,1733
325,2206
160,1201
2043,1554
308,1249
733,1788
1125,1335
1141,415
207,1309
1146,1206
1492,1701
273,2227
576,1834
305,503
1009,1148
2363,1915
513,2398
2087,182
299,2150
300,2174
2260,2258
357,2164
2073,1799
1323,212
1576,2352
779,2280
424,1569
778,1977
2124,1908
2225,2422
2252,517
135,1516
907,754
1644,1968
1253,1103
344,2072
310,2171
249,2203
1069,194
1215,1230
636,886
268,2253
474,835
316,1619
563,1125
1294,974
361,2128
1380,1659
2474,1624
2284,341
279,2095
1508,2431
58,1098
426,1437
2424,1229
195,1552
733,1479
2471,1872
2084,1103
2143,1471
1262,854
139,1561
1687,2082
187,1361
477,1322
184,1523
1680,530
1666,321
253,2129
621,580
24,2397
258,714
1360,492
1341,1575
1070,1086
224,2238
330,2193
1950,2323
286,1492
2190,2228
1216,173
839,956
367,2102
1448,826
1936,1524
840,1468
1270,1175
466,910
386,2235
205,2143
735,2214
245,1234
171,1279
2015,291
471,378
1325,209
344,2048
298,2105
276,1480
1025,2096
261,2007
1260,763
1266,1562
460,1842
135,1481
144,1951
229,2223
266,2105
2315,1568
2324,1528
404,1408
234,2221
748,2326
2271,157
186,838
534,2258
386,2089
179,1220
1735,1053
850,665
602,280
2012,1418
271,1191
143,1452
1366,1386
66,1243
459,1481
29,93
1077,1830
607,407
273,404
229,2023
1952,1114
1919,1024
435,1091
681,131
2340,2472
987,1264
1027,1175
52,1454
1342,1789
242,2127
68,1366
2365,597
555,1842
380,1501
2196,1986
1833,951
202,2312
289,2206
470,1213
377,2156
2002,1497
2213,2450
307,2226
283,2036
850,932
991,414
376,2220
627,1854
1059,2021
446,1292
2089,1013
384,203
241,2025
1748,183
284,2183
328,2057
213,2474
551,1984
354,1945
1305,1232
1006,835
304,2063
300,1806
68,1408
535,258
268,2175
1325,1036
223,2118
21,1021
967,2303
654,1520
370,2415
394,2228
2123,715
1873,973
214,2102
318,2042
1905,2221
289,1464
985,1812
1616,1566
462,927
1612,2457
341,2018
108,1311
233,1534
381,1308
369,2159
419,1271
162,1409
231,2191
2304,1958
712,720
814,483
480,1523
382,2223
2142,2175
300,2049
415,1204
1170,691
334,1024
543,949
9,1477
1292,2009
303,1347
246,2154
351,1551
254,1310
1465,1081
1528,2435
243,2012
460,1462
2044,1889
1868,1747
2202,854
1312,1512
117,2384
1784,1422
244,489
257,400
1062,1767
236,1470
328,2131
966,791
1201,91
1236,563
843,2382
2018,1322
1458,1475
1110,2055
2173,141
54,1885
2229,427
1823,8
392,1489
222,2206
720,936
930,1136
674,1909
135,1950
1947,87
835,82
341,1514
398,2203
640,1068
289,2118
393,1979
322,2180
1834,1183
2206,2416
1854,477
292,1256
418,1996
444,1086
192,1388
218,2015
1171,425
268,2246
92,1391
189,1399
156,1247
2341,1920
440,1325
344,2227
2309,291
2493,1179
328,2255
763,1474
655,1763
270,1291
328,1922
946,1081
930,718
1827,2201
215,2234
601,1475
185,1515
1766,273
378,415
2054,878
832,1964
887,563
258,2082
729,1673
929,1430
1633,2051
262,1250
393,2036
999,1085
1594,194
492,837
853,1400
2100,488
1557,733
1269,632
2289,446
2318,1587
2245,1296
2105,382
1118,153
545,1415
348,2208
366,2156
1131,1032
367,1794
94,1311
2412,2122
1246,1244
2459,1806
252,1044
