V1,V2
545,2033
102,1537
1386,903
326,1168
1086,2334
51,1441
219,2033
1921,1673
1158,179
326,425
363,383
635,391
172,1221
157,1553
1867,387
428,1569
2242,821
480,702
989,1058
1674,1348
1356,2161
753,854
1290,60
70,1365
1542,2256
776,1321
189,1504
1917,363
2225,213
1793,1500
1268,2077
896,495
1418,954
255,621
1502,2474
975,403
96,1539
931,1307
49,1494
208,1470
424,694
975,54
642,987
995,1095
1055,2236
1274,2029
206,1519
1278,726
1214,1416
1821,478
1245,2051
1469,988
1144,328
437,2029
977,1005
1164,286
807,765
698,273
62,1421
1334,611
2102,1326
2117,2486
139,2299
1595,1509
318,567
160,1469
1352,182
863,1420
1603,840
793,457
271,136
793,2032
2370,2028
778,1565
26,1471
340,1341
164,1400
331,1465
2349,2190
2032,752
1039,2335
869,464
1877,2472
30,2002
943,284
2204,534
1156,2067
2063,2097
1917,578
1147,2052
1956,1883
533,1206
1483,849
439,1579
61,1549
377,822
703,80
1046,1452
2219,666
562,2055
174,1210
998,2429
232,120
1568,737
1581,1157
112,2293
1977,156
1049,2019
67,1510
821,1258
129,1465
1275,620
976,899
585,27
1977,1636
222,1343
657,1366
1842,1397
797,1831
2113,1285
553,910
2116,1204
1178,1157
2031,1354
981,861
953,2069
598,1428
485,1508
1102,1948
111,1285
1192,2048
1062,2217
364,11
1449,2439
4,1396
591,184
435,1061
1046,970
401,704
252,2009
2286,1212
925,935
826,906
255,2021
209,400
529,2203
891,353
1597,1120
1889,1965
1767,575
698,2064
2168,47
9,1271
268,325
1847,916
520,119
443,2009
1148,1140
1499,2343
427,2056
1580,1665
418,1241
95,2290
1515,2323
495,520
1012,731
70,1438
197,1254
250,1211
54,1394
1067,2006
270,728
218,1947
310,2018
501,2056
892,2050
216,1566
8,1473
974,2066
1200,1593
1185,1539
890,1957
341,2062
949,1079
1448,397
367,903
646,1416
1083,2075
201,1220
270,2027
456,2084
42,1266
300,1403
3,2044
730,1343
57,1508
931,201
454,63
312,7
1718,2049
1033,2007
665,423
188,1362
1157,1827
493,2080
173,1300
1749,1923
156,1382
195,58
241,1644
681,2085
100,1226
1589,1061
1160,2223
534,247
820,797
1006,209
347,1125
1644,800
2423,463
657,452
319,285
849,925
203,2046
1490,2008
530,414
149,289
243,225
765,778
505,2261
1327,1757
2239,2388
856,1439
1427,222
2489,311
1682,821
129,1412
636,1486
1369,801
976,2087
230,2065
414,861
1825,815
1552,1150
850,894
1042,1504
1255,1566
578,996
249,2004
550,2047
193,1237
990,1021
144,1391
1222,917
881,2024
1854,292
1099,1810
1181,459
350,2036
585,2003
86,844
1305,1317
58,1380
1120,959
175,1404
1446,1283
207,1309
928,1549
304,634
1726,2440
2406,1794
2381,574
1758,24
1226,2001
529,1134
254,434
800,116
816,2066
1815,961
976,2054
1174,2058
229,1351
965,1085
1600,1311
34,1434
40,513
148,1313
204,607
1725,699
319,2036
614,154
448,580
748,493
1276,2032
773,1709
629,1380
615,2085
1204,1125
463,114
233,1621
611,2041
790,1400
40,1490
1842,667
889,1058
1455,353
2478,596
542,2020
654,683
375,1190
1348,1399
332,1285
1965,671
331,521
20,1394
1888,1521
1015,1070
1017,2026
552,155
766,329
2190,1220
2479,2145
55,1285
1619,1839
445,355
971,623
2087,980
1833,1758
643,1116
1367,349
1167,1209
1635,312
999,2085
814,2127
1379,565
351,1761
162,1402
697,199
109,1289
33,1245
518,2034
273,363
966,1249
1719,1318
1138,1941
597,967
157,1320
682,1112
620,2053
623,1274
2227,1731
507,1355
914,928
197,1449
354,2051
378,2015
20,1994
1392,894
2202,1407
1146,321
445,598
2463,191
804,1175
280,2008
227,282
765,690
1851,1961
509,546
541,184
648,2394
106,1241
740,1138
1161,2077
2431,1983
1465,1353
92,2191
52,1454
1009,1072
801,945
1677,2003
2150,1272
48,1553
1429,666
582,1173
967,714
732,148
1922,1922
1984,1628
2306,1552
893,1195
647,2038
67,1443
1833,121
317,1061
47,1219
62,1280
457,664
1116,688
399,1227
156,2474
1550,989
462,535
859,2077
1760,2137
2118,450
368,98
1803,1717
120,2221
1156,612
1368,2113
165,503
987,1385
1805,1952
1020,2026
1705,489
343,354
581,427
169,1329
1803,487
1179,336
2147,2182
1233,2085
66,2493
1980,1433
352,95
419,309
758,1237
452,695
1511,1359
789,2020
64,1201
1647,2156
2497,289
21,1279
1712,466
139,1637
1207,280
130,1430
22,1269
2443,699
1108,2199
884,2063
1347,1190
324,2085
898,65
1242,2011
1364,832
640,2021
2392,468
2267,1561
1970,1101
1008,548
824,2034
1155,936
988,446
928,2300
203,2372
1650,655
939,2002
995,255
664,1215
2465,1339
307,295
1709,2147
836,308
1834,2269
1628,694
1405,1704
2084,1475
2191,697
1292,2496
1734,1878
1086,875
218,1351
132,2471
724,785
555,9
1114,2007
1327,830
481,2022
167,1773
577,930
1335,1953
2013,2425
422,1138
2208,2427
1948,451
98,187
2169,50
340,1379
672,2264
469,452
142,1291
910,2079
514,1231
2376,2057
893,1002
722,1062
1124,2010
492,1631
1037,1214
625,965
983,724
254,1222
1862,2244
2343,2304
41,1448
756,195
2154,1621
1966,2181
769,1380
1203,1510
882,1274
46,1277
998,2420
1336,2483
1903,87
589,203
762,2170
4,1314
2370,2159
875,1208
2330,2371
2468,1406
905,820
642,1048
64,1440
273,1854
385,940
339,439
527,1079
2466,1101
975,451
288,1552
2264,1329
945,933
161,887
1958,1775
404,1091
77,1529
899,2083
1262,1161
49,1269
178,1420
720,2023
144,1365
425,964
859,1828
828,1852
1106,2046
1152,2216
928,867
568,1605
125,1538
333,2448
1060,148
606,2077
2139,918
1473,2443
1046,542
328,2453
176,1248
212,1215
1464,2385
120,1361
2049,1868
400,2085
1088,2033
42,1370
915,2069
851,121
912,1575
581,775
1032,2066
645,150
791,2007
626,1278
386,776
23,1452
1319,2145
509,853
1520,2180
2060,684
1798,475
920,254
257,2083
264,1212
243,280
1332,339
353,2058
2135,2275
291,1975
999,543
546,535
698,759
490,871
426,871
395,647
1236,1298
683,2043
1858,1900
79,1460
1108,1111
13,445
838,1935
344,589
572,122
2432,2446
789,111
202,1377
813,1193
601,1963
1726,683
2165,1916
149,1481
1601,1146
27,1281
2110,1560
431,2456
241,2078
174,1294
708,2019
778,2074
859,2070
831,303
513,1107
2097,1954
1528,2392
1082,1128
354,921
1466,2223
210,1553
1739,1449
454,962
867,626
284,2017
1190,1632
743,1152
535,996
1519,56
95,1519
378,187
115,1378
545,2083
480,270
503,94
1968,616
1396,1244
87,1386
1049,1599
1285,1969
670,601
534,2058
82,1530
151,1451
1631,2165
1995,535
182,1252
811,1788
63,1071
496,2033
87,1563
385,2036
299,1608
664,545
1946,125
1398,778
2332,293
799,1160
735,1682
796,257
422,1915
812,158
2277,899
2320,723
532,1293
1014,73
99,1299
913,2063
838,2031
177,1279
1396,1786
1177,134
1083,2007
1826,1102
1855,168
622,964
1279,2086
347,1634
143,1549
426,2006
149,1352
973,668
738,37
749,983
1026,1668
324,2006
1743,1904
634,863
1064,2021
961,3
1000,2084
406,543
1152,1302
284,2274
941,835
1240,587
1662,1644
1051,1620
2096,2035
254,1338
151,1554
231,126
1085,2429
176,252
990,1110
1490,1093
54,1207
820,2079
256,1347
1247,1917
1453,1242
406,1380
880,2049
2019,1558
295,2110
122,1200
214,2079
2155,1692
129,1516
2071,1017
932,1042
1501,1594
1035,755
112,1548
1636,1243
570,642
1076,2021
21,1321
134,1336
573,346
1872,2317
828,867
386,146
23,1449
731,2455
398,847
10,1556
1011,2058
827,2356
608,2027
1230,83
1511,1116
428,87
1140,840
2158,53
2146,600
621,1919
1450,777
2411,555
1481,453
147,1258
2443,1206
1599,843
411,2071
175,1453
802,1352
14,1206
670,2060
99,1397
206,1449
2450,2324
1550,1745
777,1940
936,841
1504,158
230,319
847,710
972,994
1218,2033
589,2050
419,2348
2193,1466
2051,984
1313,1435
795,2324
2327,987
1055,2084
1769,953
1925,2416
727,960
1725,1264
603,386
559,1059
2276,2231
185,2170
676,1926
1300,1353
209,1307
2164,1628
523,366
165,1375
1682,1292
1031,1242
0,1346
102,1445
512,1684
2079,1303
896,510
1798,2445
876,2015
198,1315
1190,2029
982,2401
798,179
495,2005
1126,934
1155,305
1211,2150
359,321
298,2069
245,1643
360,1157
846,2281
1918,1309
1324,1839
477,1099
1981,2203
412,2226
1775,1338
2325,2287
2460,1898
1316,247
1451,2290
1356,1769
810,1019
1522,2378
920,891
206,1405
12,662
1395,708
574,2136
882,908
1471,0
611,1931
170,2343
708,1677
830,1749
539,255
1372,1345
145,1239
137,1356
348,657
590,306
2155,1851
2491,304
1512,531
143,1347
640,1336
980,1258
1432,1466
320,2004
30,1429
893,1243
554,525
1222,1952
1048,2079
2214,1560
1193,350
1159,1006
290,1227
1645,725
1569,2385
232,319
2492,1682
1415,1940
413,347
785,872
2340,1025
2493,2003
1012,2357
500,1157
602,507
508,1661
254,1216
30,565
371,340
1114,1146
450,169
614,2020
776,1598
660,2212
490,248
890,2019
1624,1344
295,91
572,2008
506,783
950,2271
751,584
815,448
242,386
904,409
593,250
837,861
1053,844
470,2372
975,2003
82,1453
148,1853
58,1560
573,2057
1033,2088
651,378
1573,688
357,1506
1287,2353
585,665
163,1222
1518,31
2396,897
1382,1075
275,1055
147,1337
1002,2001
1065,2039
322,741
1125,1482
252,2063
1390,425
472,2033
2399,1736
1025,2218
410,705
1313,2330
995,2008
717,458
1696,1791
322,2100
635,2336
2128,2256
1897,452
667,437
275,804
932,2192
184,1459
56,1270
1075,2083
203,1503
1277,2445
1034,133
76,17
1143,2059
178,1540
1077,2014
958,2017
442,2009
892,115
62,1358
136,628
1778,1243
100,2252
928,584
2474,156
464,157
1499,1032
637,278
48,2375
717,2084
1314,8
838,472
1160,1521
1190,2034
654,1109
848,76
1388,36
2075,640
495,2054
1169,82
2188,356
1316,829
204,1348
1256,1296
455,129
202,515
1506,1986
2161,113
1071,2243
613,1082
608,358
2256,855
822,636
8,1324
1714,1876
1498,281
696,2059
146,1492
1761,931
1136,2055
2362,1878
934,1894
2138,2052
6,1270
86,1522
741,299
54,1233
1074,2009
2192,1189
286,614
2416,2325
1197,1453
191,1339
682,2269
832,2058
739,2086
113,1442
1718,1784
292,112
267,867
2077,194
1230,2074
1682,582
2067,2457
569,292
2095,416
851,522
644,2035
761,1353
385,2476
628,1420
1113,2021
2091,1046
902,435
953,89
330,1127
394,394
269,2074
855,327
1354,1758
173,1247
721,901
1013,1941
1886,1460
1510,2431
831,2003
1848,1615
573,2057
1185,1264
2251,540
1996,2033
1361,1596
2133,473
988,2038
631,355
1383,1457
1212,2016
2456,178
2313,1223
1201,2005
647,578
1212,2042
87,1371
1680,583
496,2026
451,2083
1975,1218
2419,1776
730,1665
791,1760
861,804
1821,1737
1006,352
1076,1700
1943,1265
940,1530
1118,242
366,2409
919,568
406,2021
999,1624
2156,2202
226,105
1292,717
1832,1497
941,2083
1069,2050
525,2325
405,2085
983,2011
1066,1663
189,1383
365,2023
1745,1791
2415,2272
1900,1786
1435,1376
620,2028
536,1398
1602,1939
1020,2088
1683,1758
1508,969
2200,2445
88,686
686,396
173,1300
499,999
1557,782
364,1364
357,1310
741,2034
2117,2499
438,2043
1659,831
2345,1914
651,2496
146,1736
660,2010
87,1477
1126,353
97,1684
581,2032
548,2043
2386,2281
579,1441
1360,1978
56,1296
964,907
704,252
257,359
130,1441
1261,2048
506,285
41,1460
337,1177
1097,846
71,1298
1573,2169
1399,2258
207,1330
840,868
28,284
146,1476
364,1960
385,676
187,1564
302,2102
1325,663
617,1796
1349,943
2173,2187
828,2063
13,1214
557,639
682,2022
109,1860
366,357
350,593
1468,1634
1220,2036
894,360
1135,161
602,489
437,2046
346,151
1076,2083
827,2037
515,1135
23,721
201,2087
408,1962
2004,1161
567,1929
933,743
1101,2001
2080,1493
1628,171
289,301
841,2032
829,803
1173,260
121,1488
966,356
189,1933
1139,1503
1725,1322
284,1266
368,982
1961,1717
68,603
54,1375
967,204
515,1300
1209,1185
575,2071
990,2000
1360,231
376,1419
397,786
366,1207
790,2134
1351,2372
479,182
770,406
285,1309
701,552
130,1215
1376,205
2371,1339
180,1328
933,2062
944,136
892,958
1139,343
597,1176
771,651
111,1199
362,148
5,1461
2421,244
2257,2111
849,303
1964,2313
387,1523
950,1894
47,1396
887,2184
2293,1459
1572,71
1096,2203
444,425
42,1530
1200,2001
28,1325
449,2024
666,475
97,1309
255,1732
2362,2282
661,2014
253,1315
265,13
547,279
62,1244
176,1276
238,322
985,2003
1518,1984
2137,577
933,758
1588,1190
1057,2006
2252,1925
27,1091
380,2026
459,1552
1277,502
906,1047
624,653
2476,1945
1893,2195
743,411
1867,2379
153,1332
447,2062
342,329
116,561
230,346
515,909
467,2476
4,1412
1747,655
295,1562
878,2022
342,2476
14,1232
908,1956
1688,880
307,2034
937,2021
523,1991
406,1273
898,575
41,1045
354,2052
11,1470
1268,1901
1381,2444
353,923
1942,796
718,1979
148,1304
184,348
215,751
825,931
454,1903
623,2332
2143,2491
169,1215
619,1178
839,757
1101,2013
1558,1223
91,1537
2033,1681
379,118
86,1039
1862,2343
181,1287
1231,63
268,2041
1068,2034
533,2011
214,1547
19,1487
828,1613
1271,2415
1121,758
610,386
2245,1093
193,1244
138,1211
1801,783
2011,1924
61,1477
206,244
605,1814
2090,602
885,380
645,2253
1022,349
240,2168
740,81
825,411
449,2017
1139,1593
1266,2397
346,1654
1600,94
1106,2319
58,1289
2458,817
287,1023
1187,76
785,2074
767,905
2380,1296
1962,2200
389,645
2374,2123
1020,286
1418,1627
1912,876
582,1263
1566,2358
1251,397
49,1565
940,2066
957,703
315,2121
788,1626
205,1366
878,2002
57,1437
639,1472
607,1707
807,774
288,2034
1115,882
1017,1915
1061,1010
1079,1206
571,2059
437,2009
1530,2045
501,303
1096,545
45,1552
1614,1931
794,704
185,1484
52,1387
171,1519
97,1361
284,97
650,1938
1558,1291
44,1531
166,1353
413,1069
188,1286
767,463
1701,1367
1114,2047
328,487
1658,2279
1300,2068
173,1483
417,1450
2238,1409
1543,1756
719,1671
700,920
2464,1921
813,1287
2185,1151
1636,411
1348,2435
1183,434
602,1349
581,2316
1152,2064
1216,2067
507,2069
2273,1294
1058,916
1912,675
2236,1656
12,1319
1460,1076
124,1515
910,1381
818,2256
1,1238
263,2055
1160,1401
2464,241
515,1388
1348,1663
2273,1312
183,1775
550,2068
1523,531
556,999
1787,878
1198,175
148,2377
1487,1527
598,329
1789,1672
938,312
274,1417
839,2120
897,850
127,1229
22,2017
2196,1535
2484,2266
169,1328
1388,79
2323,1850
69,1378
63,1246
1373,144
499,886
1031,2025
332,343
842,473
1281,2057
557,330
2364,517
1512,333
141,1394
696,2006
162,311
799,1332
577,51
1188,1042
1533,1805
169,1521
1256,2016
9,241
491,88
1000,2024
1894,905
1192,1394
12,1418
240,1868
579,2215
531,1884
117,1168
869,2385
1490,935
811,108
209,1278
551,1011
1544,195
1992,276
366,147
987,492
67,1575
1425,602
1115,1192
2428,1437
1248,710
572,2001
625,2016
317,1281
1962,1986
401,1455
364,436
1708,1616
885,418
110,1481
632,2066
28,1464
189,1639
1516,696
2278,428
231,2034
78,1511
210,232
1102,690
401,2075
111,581
859,1800
374,2210
16,1285
170,1200
2157,1674
111,1301
187,1367
707,2172
499,2080
809,1511
1638,462
2475,101
945,2390
855,357
2413,1242
1062,2058
1987,1634
198,1215
1897,650
422,152
41,1532
13,1221
41,1267
384,1183
1675,1937
196,1269
758,886
2384,483
115,1403
168,1423
722,2259
512,2084
359,338
2444,1282
283,319
140,863
2013,943
1977,1376
2134,2295
2058,829
512,829
740,332
2343,2419
2133,1614
377,214
150,1279
17,1239
