V1,V2
1435,2404
784,2494
590,555
2262,2339
2375,1947
490,1534
147,1535
62,1787
1797,2367
1539,2337
204,42
427,292
1181,756
2266,866
2024,1949
234,2088
111,1432
258,1481
1534,531
740,1650
886,347
29,2186
486,850
1544,54
402,173
1428,2243
1447,2221
1098,773
1091,392
1413,210
308,356
751,828
944,37
349,835
1765,2207
1589,243
532,118
969,550
369,1861
1401,1697
833,51
2033,2457
235,1519
1462,2485
1888,935
466,146
1291,794
259,709
2211,1823
1261,2498
992,817
1779,2381
1987,2298
1601,2410
670,1048
555,288
2481,2033
656,443
2037,2239
139,2073
2246,1368
408,1596
359,2478
280,1497
3,508
1264,2093
2181,2288
1448,2371
677,30
992,497
1044,291
358,1157
626,452
2315,2428
1539,2435
197,2255
2392,6
1014,513
667,1158
2205,2392
922,84
317,445
208,1391
38,181
1548,2270
632,1649
653,357
743,1118
1637,874
1276,1610
828,2326
1547,2207
2168,24
322,85
1676,1685
303,1564
1581,283
1746,2498
1808,1779
1171,478
242,2018
422,156
2142,2288
1266,2074
2357,2433
1497,892
51,2092
1961,2248
281,1872
2096,727
298,1689
1002,472
752,831
3,1569
123,1899
271,2071
2225,1600
1147,2003
341,1768
32,1433
208,530
1959,763
454,2444
1732,211
341,1204
2099,260
2497,2234
937,89
2285,2317
2292,1145
752,424
386,82
196,1944
215,2055
2190,2168
2386,2202
88,2324
1127,569
1593,39
256,1290
852,792
1825,2221
1169,2218
1544,773
510,214
741,1265
1065,574
22,2087
1429,2025
1502,1875
1225,1859
216,8
103,2062
2159,1421
2197,2401
1986,2258
36,421
1248,708
586,115
13,1105
1861,2325
319,1642
1144,315
38,2069
264,1302
1784,903
2460,2354
92,1536
198,523
679,1230
2250,2499
39,1280
567,103
175,1949
783,135
747,1717
2154,2390
1657,2315
2400,2341
2212,2427
1377,2277
2204,2285
333,481
26,395
314,1841
743,2343
1475,1877
1601,2457
1987,499
1960,581
1493,2357
704,1254
1844,1294
2331,2419
1452,1375
1772,1930
2067,240
2321,1217
1546,484
1892,2493
233,1332
678,219
2376,115
916,2398
395,472
435,2285
425,1042
308,2086
2010,288
2223,604
665,480
79,850
1410,60
605,874
607,29
1545,1369
312,1838
2481,2149
2149,1930
2319,2333
209,450
1994,2431
1674,2219
324,1858
965,467
997,2248
1817,1346
44,1659
470,125
1145,818
295,1408
1100,1208
1390,2409
1358,872
203,2472
996,330
901,2379
795,423
333,1522
896,270
114,642
321,1634
234,167
187,2063
2268,1539
557,465
2160,2384
492,248
191,2457
1388,1622
1817,2371
966,296
209,250
2491,2324
1226,2193
137,1213
1970,138
84,1695
2414,1000
60,1475
2362,1586
1973,2424
1396,709
927,1576
344,1911
2085,2246
1191,105
246,1706
1945,2436
2369,1443
558,503
623,1155
270,1269
35,1896
373,1007
1802,1715
1735,681
1842,2127
2484,766
1229,886
3,1294
1143,352
392,1876
1952,1276
973,1122
631,2322
365,957
730,2093
1131,624
215,1495
2281,664
1,1480
937,1219
231,520
1781,2329
868,82
2355,2436
754,8
289,67
220,292
1116,539
691,933
233,1721
1202,1818
1529,2416
910,1132
238,2166
2108,1770
65,1596
610,467
318,405
1843,1686
1120,316
2404,2399
186,1805
969,839
1639,2494
844,176
2103,1252
114,1971
2031,1486
1734,1453
2322,137
165,1816
763,25
554,2290
319,1953
945,333
2376,1740
2302,2227
756,1696
550,36
1152,1696
17,330
2017,2225
1769,182
1142,852
1974,2473
1211,2147
1885,1165
585,2249
318,1465
234,1559
2257,2296
1345,1238
1483,2300
1436,1565
19,1669
1631,1757
1728,2496
1461,1847
2450,2204
1534,90
49,2040
1413,1498
808,341
353,722
90,1712
83,1870
1186,1219
309,1733
1733,1905
880,394
363,1685
86,1049
511,2470
2324,2366
2411,60
1802,26
1707,1080
235,1847
998,333
86,1354
632,2426
1430,1143
1155,394
61,1307
1455,2307
1756,1277
1179,2035
2289,2033
581,1147
806,363
867,1921
493,1394
268,527
207,1539
947,165
1044,1432
214,1392
1762,1418
400,131
253,1111
286,238
253,1246
1029,373
1173,791
421,298
2453,1178
27,1577
594,431
852,74
1918,2346
1539,2479
96,544
1945,1894
640,2401
1,1811
2360,1124
2371,267
2244,203
1332,536
2104,242
392,68
853,273
932,2203
1680,2095
153,1734
148,1763
872,241
1654,190
1889,949
278,724
196,1256
1152,695
1957,2032
1556,1359
2041,437
451,2446
1302,2225
716,307
376,1254
1971,2250
1693,2446
1443,1154
2294,2409
1020,172
2134,2422
705,1879
2043,2249
2296,1824
2006,936
233,2354
1515,1104
1341,1429
1641,185
2015,1931
1845,362
1983,2302
975,652
1158,1248
751,2239
1083,1860
1990,2300
1494,97
239,742
2365,1560
919,2017
814,49
833,564
1333,1760
1051,631
30,1438
1181,637
562,300
1786,65
2135,1257
414,474
238,1826
2148,2011
219,1802
2311,733
1974,2358
182,785
2052,2256
312,2030
2124,707
323,2333
2383,2494
2411,2463
350,523
185,1465
1049,1538
1694,2016
317,507
621,520
339,1866
1006,2021
146,1728
1543,2437
1764,1939
1022,182
1956,2376
1014,472
628,2304
2047,1935
74,1694
1348,2240
523,87
1099,129
581,1395
1119,215
2359,1365
544,2451
2061,2461
133,1284
885,1500
318,1928
1782,966
818,571
1534,1742
2129,2488
2176,472
1926,2358
2474,2116
674,1292
1155,1185
2268,2369
2311,2362
2106,2342
1466,427
77,1976
1296,1297
1485,1928
361,1552
877,503
1224,352
920,732
409,991
44,1567
498,2459
1682,2346
239,81
137,1507
2077,979
397,1982
906,312
24,2412
776,1760
55,2216
2008,2440
866,407
1889,2483
2368,2442
661,2072
1641,389
1247,2275
2119,2217
115,1310
1733,1563
1152,51
1355,1102
12,1753
12,1456
2148,2264
756,251
1346,1563
358,78
700,68
257,1596
887,248
1028,515
554,1175
774,2392
125,966
2046,2252
1350,1128
1152,1322
382,2227
894,1869
2151,1566
2205,1891
779,1439
41,1777
1511,1170
1509,1347
1117,33
1571,2232
1952,1276
275,2496
2246,2319
42,413
2313,1730
1809,2227
2249,272
730,2366
761,397
309,2235
50,2483
1623,2025
582,1697
2109,2403
87,1357
1270,2370
1348,1107
714,1223
1508,1503
188,1236
958,265
721,489
663,30
2168,141
1466,1518
653,108
161,1296
725,1817
50,1734
2061,2339
265,1516
14,2403
519,2101
121,1519
2169,2326
2045,2239
702,2426
213,1970
146,50
354,1880
40,1672
1498,2248
142,1642
205,1687
3,697
323,1524
502,2119
994,1986
216,1562
1596,2301
1832,2349
681,2091
47,1462
48,1550
144,2471
1389,975
90,2068
102,1815
1059,234
1999,2301
311,2422
318,1473
302,1604
354,209
276,448
2140,265
1490,2216
1634,1758
445,140
904,484
840,2469
2495,2438
1034,193
2226,2361
1693,2009
1531,1070
825,124
1144,503
479,105
1665,2359
1412,2465
1720,1255
80,1588
163,34
65,537
1124,637
329,1544
265,1260
1356,2459
344,1808
930,326
2072,770
861,311
124,1911
1402,1023
1208,1781
58,2016
1159,152
257,1591
1350,2347
1812,1481
2429,1768
1640,1023
1522,1652
1571,416
921,635
1426,1989
1582,1478
2,56
1473,509
1235,2158
2110,2227
1018,295
1437,2471
249,1452
480,178
2477,2008
318,1358
2052,1959
81,1727
252,1361
1270,1484
238,1941
475,2470
1919,42
97,1966
110,1351
650,507
2178,2006
250,113
1176,558
308,1294
1189,2085
777,482
356,1980
694,452
999,2202
749,183
1206,723
230,161
2336,2289
2311,2220
787,520
1665,908
163,1813
1543,2218
2312,2208
1812,425
237,2008
188,1315
278,1875
261,399
788,282
120,1236
243,692
607,410
195,1375
315,1487
1412,2404
371,1532
2486,2351
2438,2374
2155,2114
992,214
186,2092
2394,129
104,1382
54,136
140,1709
1870,976
2093,375
2419,2479
1137,221
1246,1452
140,1688
736,324
19,1325
1795,2047
1347,1707
1985,197
446,255
2067,220
102,1928
188,1684
2387,2442
1917,2352
1242,1316
1336,2358
829,453
297,559
587,459
865,1868
1005,751
1286,2338
1814,2438
2350,1619
1738,433
2286,2475
1958,961
47,2084
1625,578
1660,1011
2317,1888
1387,2354
396,633
370,1590
1982,215
97,366
2233,2441
1911,2071
1646,2341
542,75
371,467
1364,2491
306,1293
29,1814
1085,1251
2346,2207
2164,283
282,1823
1346,2499
330,1800
19,2403
867,1883
469,41
1514,2383
2112,1277
1903,1301
1909,164
726,1162
804,91
2122,2323
1072,2375
178,1624
1953,1138
260,2459
1088,542
545,2477
102,337
1119,166
2259,390
164,2073
288,459
1170,5
1269,1089
2319,2459
2420,885
532,399
1356,439
111,2066
2130,1994
1543,2263
31,930
1072,201
1596,1717
99,1261
2162,2161
1774,2272
1608,39
336,1864
363,105
273,1749
964,24
528,2067
1616,1003
277,2246
814,1462
658,394
1669,663
2280,258
1011,273
2273,2495
1068,2252
114,2283
2331,1428
392,4
553,99
1125,323
1311,2281
252,1971
2189,2496
1404,2226
1525,2445
36,131
1484,2462
140,2036
2416,2337
2447,2353
1,1175
1421,64
1394,353
692,802
84,1397
340,957
190,1401
1021,384
1162,1748
916,1957
343,324
101,2425
1523,2223
1541,2108
1162,114
1731,122
876,141
1137,1931
1077,989
690,406
590,765
1119,768
1466,2279
2351,654
388,2095
130,1870
223,409
372,944
1447,557
222,1318
2475,48
528,2004
148,2052
2181,2390
2189,930
564,2299
1056,31
1259,2064
2025,1378
1987,2290
364,1898
1058,161
948,148
239,1875
474,635
2022,422
177,1381
684,279
592,531
1012,418
1015,254
247,1284
1132,167
2023,2493
1544,1234
1766,2311
355,1423
2188,2003
152,1922
1133,35
234,1234
167,1391
312,1576
376,43
1161,1927
2051,2341
10,1759
131,1832
1532,1392
2115,1941
2065,76
262,1686
1632,217
323,1357
225,90
993,1870
370,1967
1827,1883
366,1210
1152,484
2392,129
1375,1221
408,1534
2386,2233
1545,1527
2079,2428
208,952
2260,2299
1648,2402
1474,2307
208,1786
928,559
8,1992
266,1926
101,1285
1313,308
2014,2194
1973,1325
1568,1870
10,1678
617,311
2024,746
77,1995
1356,2339
1786,2312
92,302
2446,936
1999,1190
108,1688
2083,2224
506,293
2351,81
228,182
1957,2255
1036,253
427,1053
285,1159
1598,1978
1395,2386
847,963
535,318
1099,74
1867,2191
317,72
1989,368
1041,1050
146,1936
2246,2325
27,1841
617,568
1179,1018
1153,284
838,2469
2008,2344
1627,860
221,558
363,260
1888,1098
1754,1853
790,473
855,445
723,2348
1571,1750
1958,3
972,343
2238,40
1942,901
50,1564
1578,2423
732,222
1442,275
1838,2124
2062,2346
161,1560
2056,1630
2049,1825
933,1951
1548,1173
636,1509
262,1990
2362,2477
1861,2174
2341,2496
1820,306
1710,2185
2247,620
937,111
166,1431
169,1763
2269,2287
1833,2331
643,845
2257,584
2147,2434
1129,564
593,327
544,266
1718,2445
2206,2277
1117,1497
2373,2491
1750,238
2481,931
1474,2007
2355,2478
1984,2422
226,216
575,131
1451,47
346,1932
138,2309
2470,1781
2371,1830
146,1423
12,249
797,1845
1101,1250
392,134
418,851
742,107
479,1355
1564,1928
280,1226
2267,1560
365,1381
2262,1416
1113,777
512,276
1787,2187
2279,2048
112,399
1898,2041
2319,2457
248,1563
124,1742
2412,2168
157,723
1533,1862
524,1354
69,2053
1360,2282
724,340
649,2075
1567,1997
1653,2184
2183,2280
1960,1338
638,1172
2182,2222
826,157
339,1572
710,2159
867,356
155,797
2427,790
2232,441
1082,341
867,1525
247,481
611,509
1779,2453
2015,2243
275,446
1385,315
515,1134
1813,2420
1640,2291
720,2428
1026,1407
1521,733
36,1980
108,1238
1951,2261
1441,110
487,494
255,144
1323,2410
774,582
1118,305
1386,2350
1954,2333
165,1444
2024,2437
1182,1735
793,355
2168,2373
728,381
2248,2447
2427,755
1645,1732
1780,2286
1963,2463
580,1300
297,1481
2434,1623
874,2181
1257,2403
359,1754
1865,1709
645,310
1305,1937
2011,2048
624,1026
405,94
465,160
962,2272
2271,385
1947,181
2173,533
700,499
2279,1684
949,695
144,1649
1056,1743
907,179
256,2066
1160,1538
367,1037
11,1284
1798,2244
2251,2460
1702,2486
290,1995
1509,907
21,1195
844,236
441,16
52,1314
129,1696
1183,2029
1019,1762
1659,2199
2118,764
1890,1746
317,1458
806,1965
352,1634
197,2497
2031,139
2441,2335
2247,71
1796,1765
1672,262
2289,1266
338,673
1099,2151
107,260
234,1326
1568,2439
2360,2125
2032,1993
1783,617
1469,1965
336,1599
1733,1364
2339,1088
1596,1252
2011,628
821,399
2392,2071
373,1561
853,456
1017,444
257,1600
1355,369
962,27
742,435
2137,405
2227,2493
1415,1393
1425,291
2250,251
2272,2267
1762,937
95,877
276,1442
148,2081
2425,2317
1384,1704
2423,872
222,1885
1874,2480
698,1237
1416,2406
822,278
1519,2323
2172,2294
344,387
798,1254
1427,758
2350,2291
2284,504
206,655
757,0
934,1561
2489,2335
1177,1144
865,125
1999,2433
2208,786
351,1858
1808,2282
530,1171
1158,1801
1061,1077
282,16
2491,2398
271,1983
443,2318
760,1513
90,1321
1676,1537
1991,271
2369,936
2407,264
1510,1445
1665,147
343,1685
968,390
283,966
1588,767
497,473
645,228
1988,613
2310,2235
1514,881
446,476
2236,290
420,757
1052,1586
865,217
2302,2495
1408,2243
1402,1387
154,1926
229,1379
1371,2466
110,1376
1616,590
1717,576
1509,2424
418,209
2352,1188
322,1443
249,182
712,1
638,1746
2330,217
902,471
2296,799
1803,1154
254,753
711,544
399,500
2321,737
1870,1696
830,296
240,3
117,1393
543,712
1087,718
1,1309
2056,1619
317,519
963,565
2143,1554
2207,690
1397,63
1606,2371
2028,2389
658,559
2311,882
1896,2438
420,2057
1167,536
1469,2399
711,1196
1404,2400
262,1372
271,1859
2104,2368
826,7
2483,288
110,1235
113,1393
376,515
2034,954
1816,1003
755,209
488,159
1604,2255
333,511
151,1557
46,580
893,914
363,397
175,1885
66,1693
2141,2167
755,411
373,1938
2326,305
1764,2363
1561,1641
1810,2495
1854,2147
1757,1900
2049,2191
842,1973
265,513
504,197
1619,2487
786,403
277,546
2288,982
999,117
337,448
2465,2105
1995,1792
684,330
1658,1429
1080,1453
139,645
2006,226
1711,556
2413,362
447,1599
943,567
260,1364
1340,679
554,2109
1306,640
2280,1743
2136,1012
2206,2293
961,78
2487,1644
2002,240
1025,15
1831,757
51,2405
1620,826
741,20
2243,2433
169,2081
745,158
182,703
1073,450
306,1901
728,1000
51,1517
359,1814
591,1002
1948,2056
957,347
2141,2338
504,1900
1710,387
392,184
1443,758
838,419
233,1469
1364,457
178,1247
2190,2434
251,1287
1856,58
1715,468
198,2085
1298,221
1845,2500
2280,434
12,1241
1568,2475
1451,1157
818,1721
2256,2294
2232,2345
1386,1250
1768,2301
2443,1647
358,1126
287,2061
2434,2492
1076,1645
1461,2372
771,435
2406,2302
2437,610
355,1969
7,1779
2070,2409
1187,2100
1040,1872
2009,2336
1629,2326
774,194
2172,2295
1628,2346
2225,1897
98,1801
2130,1628
1914,741
392,14
2389,2354
1652,2367
1712,150
999,418
26,1096
319,1481
1188,276
1818,883
904,1562
1259,2455
1016,312
3,1815
1618,185
702,1515
1301,237
2189,2285
93,320
1432,2249
1058,1944
843,2490
313,611
209,1824
1647,67
191,255
139,1700
1104,240
232,1752
1460,522
1890,113
1560,2131
1026,2272
2077,863
1681,2009
2304,1668
64,1565
2052,94
269,1674
1605,2075
422,221
1196,2428
610,487
137,1722
138,1346
1597,2464
802,1617
664,865
330,1429
620,2269
754,1229
101,1769
1598,2493
1552,841
391,336
1123,342
1431,2373
1546,325
89,93
185,1306
358,267
1865,1472
2141,2453
865,131
2089,2309
1598,2011
1479,1311
2277,52
2493,2448
786,268
2174,968
1280,1843
2415,2247
239,1216
2031,1505
1641,1979
519,1095
408,560
424,280
1521,2496
984,1191
1081,469
1568,2331
1553,2244
259,1302
354,1913
2476,254
1760,1856
443,193
1764,2223
2332,2277
330,1839
2178,1817
1092,2065
2498,505
1828,2419
791,203
544,798
510,1859
2140,2476
863,468
1782,238
1380,2500
1666,2437
539,2494
244,1339
1338,1424
1438,2334
147,2195
628,40
137,2165
1880,2257
1177,1672
554,1673
1701,1665
1545,482
128,1928
83,1638
2035,2286
1962,200
1316,873
1385,2419
1608,25
16,2359
2479,71
677,1817
1360,2252
879,24
1746,26
2190,2315
1577,1474
11,1837
475,2464
268,1942
335,2261
1286,1931
56,1917
1387,1873
1620,1776
425,0
2110,1494
1559,2300
1964,1292
1969,2401
1940,866
405,121
2116,13
291,2087
1844,2289
658,819
313,594
811,656
1815,1344
805,2219
661,2294
1106,1426
1114,1640
776,606
1876,296
289,167
1367,1905
1144,1169
1888,2306
1896,2279
446,149
241,37
980,204
235,1556
602,124
1067,21
404,108
24,1537
2268,2309
2424,457
2370,1640
450,2027
1395,2348
1347,1272
301,2096
1248,843
921,1808
1596,1149
1966,809
987,2110
16,211
1822,135
588,203
268,223
1673,2282
207,2071
640,47
1867,233
419,152
279,1002
1444,2315
1109,2101
1106,1303
2000,2398
2317,1502
1284,2250
1979,795
79,1443
143,1754
277,1216
2478,1962
919,152
1826,1341
1759,253
1006,489
75,410
1191,336
449,728
2297,1267
1835,1912
1858,603
919,178
305,1889
535,2044
744,219
1436,1966
810,123
75,1684
728,423
497,819
572,168
2287,2246
2225,1630
2422,2222
437,1776
257,2496
156,1919
2282,2362
1315,2246
57,1848
1925,2270
346,1636
2103,2439
1573,1987
1021,2404
613,514
260,430
1995,2449
1196,2377
544,111
585,1178
1736,1009
307,1540
1360,2457
211,291
1599,563
2273,662
1150,130
2319,2243
233,1925
327,1379
1956,580
2428,1588
2292,946
1555,343
580,1320
1384,2380
473,1618
1810,2431
162,1178
1464,397
881,562
1129,557
744,1036
141,2020
428,1880
2112,2321
2368,844
1346,286
1029,2299
397,1853
529,481
1312,1416
139,2015
50,809
1966,472
1300,1998
31,615
1378,468
1413,2353
1448,2496
1184,109
1887,2352
760,747
17,1337
629,106
2174,2333
2156,2244
113,1953
2387,80
1684,2353
90,1459
1683,166
1991,2379
476,1275
2387,339
978,1964
1283,1881
1648,797
1680,170
515,1522
2355,2284
619,1006
368,112
86,1522
1339,1125
554,244
263,1568
594,1157
1727,1285
2351,1508
545,1136
2041,2372
2122,2426
967,377
2351,2456
2410,2211
1739,2342
2148,848
22,1935
59,1201
568,2198
1300,2469
1002,1037
388,755
332,204
1634,2342
516,442
2174,2379
1253,644
394,440
70,2063
339,349
2071,2305
1405,2381
725,2026
827,328
1731,2450
1955,467
631,194
1573,1656
203,1496
80,967
1994,1654
2108,1689
1986,2291
375,1688
1382,617
2333,887
349,2086
1580,1977
2207,194
15,1750
800,1789
951,2498
1571,700
454,1000
687,342
76,2004
66,90
685,41
159,1342
1566,1751
177,1403
375,640
1861,2423
352,1974
896,1727
2098,1203
2366,2209
269,356
2471,1792
249,2032
177,1294
304,1512
2486,2351
2180,886
299,2035
652,455
2102,2349
223,2055
1344,2444
1120,65
848,980
2383,1223
7,1521
2417,2273
1744,1619
124,1662
2285,2366
2357,1424
2134,156
37,1446
1749,2408
1322,991
207,1518
140,2153
1793,2365
202,1382
1127,551
683,234
112,1934
597,397
2208,2379
1966,2354
1050,335
705,571
1122,21
790,145
867,219
1943,892
2074,1504
1465,1117
557,277
1847,274
2018,2213
711,308
286,637
1730,2264
392,1417
1606,2267
247,2426
1003,2390
1300,148
1113,392
2030,2303
667,276
140,2037
2280,1859
277,1259
2182,2319
1446,407
120,2222
1368,2370
2303,2251
1458,2422
269,1909
824,1831
1774,516
451,950
2009,1135
1827,304
500,298
1185,293
775,141
259,1231
2062,2497
1787,2487
322,178
623,1722
508,1436
2003,1763
1680,1829
418,810
2180,2376
1886,2381
955,407
1390,1090
2295,2337
872,517
1444,2243
71,1686
2400,272
2170,2320
769,359
2157,258
102,635
93,1970
62,2217
1011,2403
208,516
241,1561
823,1416
2276,2347
1729,997
534,105
1115,294
599,73
1890,1913
155,1834
1914,1558
716,2009
1829,2415
342,2113
2130,158
2158,1903
643,188
826,1446
1651,2427
228,960
1214,2075
448,2462
308,176
1554,1161
2287,1657
184,1484
1719,2232
106,1993
93,1578
261,1535
2432,112
2041,42
2435,2181
141,2002
240,2019
1354,2361
2041,850
225,485
2114,2212
80,2070
1479,656
414,379
1632,2395
2205,1151
2125,697
899,427
255,597
1993,285
175,1271
1991,2376
2373,441
2374,1841
1981,2356
2453,1592
980,321
341,410
982,121
906,1619
280,1830
2327,1942
964,1419
1935,1126
1029,213
28,1532
846,767
1019,149
1181,133
2444,1348
880,26
437,60
1736,2300
2450,1224
180,1717
727,447
398,375
846,2242
2364,2201
1484,1489
1979,276
1602,2367
2164,1058
2439,72
2075,735
431,587
2116,602
48,696
2204,2347
161,1236
653,296
683,370
1362,2259
325,97
1139,1177
71,1291
2498,2411
431,1218
240,1484
317,2030
462,114
1777,2402
2348,1232
465,264
1595,345
840,34
372,1667
1629,2449
840,2466
232,1205
159,971
1647,1099
2081,73
355,414
210,2043
2054,2297
1111,313
1342,94
1717,1134
193,1509
2014,1711
2115,2412
807,222
501,1136
418,1066
461,2
2385,2206
248,842
1885,191
751,1890
2255,890
1325,772
344,346
2451,1761
2287,2235
2388,2322
925,340
2392,385
1391,1422
2351,2208
693,1976
530,406
1127,1202
1256,1102
1654,680
205,1577
672,26
2367,712
131,1302
2477,2297
183,1586
2039,1320
272,1283
1625,1254
1744,2352
326,1356
54,1637
889,226
982,1980
1904,2291
255,1700
2316,65
139,1284
1333,2293
1605,181
827,444
2173,2453
668,1584
2063,2426
1226,2276
2364,1137
2079,1171
1454,2294
1623,1508
48,737
809,121
2337,318
796,43
956,2370
2191,1719
1395,2483
73,318
79,1705
105,1593
1367,54
643,419
2024,2255
760,317
1792,2440
2330,2465
618,2297
2147,595
632,472
1251,77
50,1537
1775,1413
2032,2219
2246,24
207,2033
289,1921
931,1105
1058,1332
1409,1555
1227,1602
441,527
2121,2164
1433,340
1114,79
1583,1671
971,564
2497,1797
872,446
262,1435
733,1055
1423,1629
2034,1384
1504,1863
1407,2250
2287,2216
309,281
1398,2411
954,1991
515,617
492,2362
1039,48
1900,2297
915,1379
1635,2355
1926,2240
1607,2384
682,1883
551,226
2032,1655
523,1546
1945,2487
207,2021
94,372
1404,2292
1006,122
1067,310
737,374
2138,2230
2222,1056
821,2095
447,360
1245,1470
84,1059
1405,2246
1434,1095
1877,2262
1347,2467
1392,2258
1872,2319
217,1371
1411,2312
391,549
1698,2201
370,1838
863,93
1771,163
1928,1608
300,1997
2205,914
189,396
310,1305
1946,1909
682,2086
809,526
1487,290
443,1446
944,381
124,1335
160,2066
266,2040
47,2227
72,1491
1508,1555
147,2411
1459,1121
2007,2236
275,1659
116,130
1254,1244
1341,73
1351,2021
1588,896
261,931
272,268
291,488
534,1190
285,1516
2263,2352
160,2059
1240,386
2160,2226
2291,2238
112,699
55,1529
209,1389
638,882
776,951
374,937
824,449
289,1310
141,1253
2292,875
1062,1204
1488,1729
2166,1299
849,172
1624,1915
923,148
2417,2470
432,1448
1526,1190
1366,758
30,1533
75,1562
1893,1455
202,13
519,650
31,1644
89,1730
344,203
2354,2352
1443,633
641,80
341,2045
2263,2274
1597,753
2423,1671
1757,2269
2165,777
1613,1792
255,2067
1727,211
2180,20
1049,142
1760,806
2069,2383
1178,1559
1160,243
2483,2234
837,245
22,1326
1945,2279
256,1631
320,1327
1775,123
297,1410
441,1850
13,1383
545,2272
918,251
985,324
2114,1753
1787,1374
1734,1281
891,406
317,1461
356,386
699,1167
1398,2283
87,394
147,2019
418,570
214,1679
1191,2000
2347,2269
2090,2089
2132,2254
879,2030
2488,2024
1096,210
358,915
225,572
9,1628
691,545
2121,2471
670,169
252,102
1868,154
1807,592
624,72
2103,447
292,106
1992,2218
970,2040
1628,647
323,1269
1488,2231
1493,826
1790,2363
63,1751
1210,1022
492,1305
792,555
2239,2369
501,706
1909,2252
1331,1414
676,306
265,1384
2050,738
2398,2429
2304,2150
1339,2382
422,527
2416,1011
1793,685
661,1336
87,1492
1864,1717
176,672
306,1273
235,2207
1099,384
2441,1093
2143,2312
1138,308
1329,930
2184,667
2405,146
230,1832
890,178
899,1804
316,1231
2187,794
1527,139
1321,2212
1720,109
860,246
2413,2210
1177,1688
1676,2498
1985,890
740,482
346,1791
356,1268
2119,207
2183,2260
2361,515
765,1858
128,1084
1915,2208
595,697
288,1280
512,238
921,1851
1417,545
285,1548
2494,2402
1923,501
695,61
559,1440
2494,253
257,1232
1635,2337
1751,545
1034,457
2269,1929
229,2036
225,1425
226,253
1581,2095
2182,219
669,2392
1839,2352
1381,2486
1389,1533
666,274
963,164
1983,2336
149,1061
22,1994
2417,754
2467,2497
123,1266
2159,302
970,536
297,1342
1326,209
133,1520
275,676
1949,2417
1156,880
170,1655
1800,1507
464,545
862,2108
1426,407
1347,1622
1409,42
2029,1454
418,221
378,174
69,1786
100,1956
578,327
91,1816
1413,1713
778,0
183,1982
349,1437
505,232
1007,2113
1461,2262
1533,2455
2353,278
50,547
169,2153
1921,2231
2209,2354
1526,1405
256,298
1029,284
2244,1472
81,1831
288,1589
1189,1732
1483,156
1746,1040
5,1793
415,1802
2168,2437
781,469
2113,2138
455,262
1593,1776
1777,1614
2419,2416
714,2175
2243,2299
1866,1272
1529,2228
2417,2425
2033,167
820,282
652,148
30,1565
471,140
1693,2417
588,480
1875,2395
774,760
333,471
1020,405
212,267
557,1212
1649,2313
1589,1527
86,187
2078,1237
2143,179
122,1541
105,1280
466,1373
1424,2243
1428,2439
1288,1299
1200,478
1137,2271
2372,2164
1200,23
2124,2363
1146,916
114,1940
2240,1540
2354,2433
1036,390
167,1896
1578,744
266,1264
320,1444
450,138
937,2434
